      Time   Sample #  Type  Sub Chan  Num	Aux
    1:02.172     7958     N    0    0    0
    1:03.094     8076     N    0    0    0
    1:04.031     8196     N    0    0    0
    1:05.000     8320     N    0    0    0
    1:05.992     8447     N    0    0    0
    1:07.008     8577     N    0    0    0
    1:08.000     8704     N    0    0    0
    1:08.992     8831     N    0    0    0
    1:10.000     8960     N    0    0    0
    1:11.016     9090     N    0    0    0
    1:11.969     9212     N    0    0    0
    1:12.953     9338     N    0    0    0
    1:13.930     9463     N    0    0    0
    1:14.906     9588     N    0    0    0
    1:15.914     9717     N    0    0    0
    1:16.945     9849     N    0    0    0
    1:17.953     9978     N    0    0    0
    1:18.969    10108     N    0    0    0
    1:19.984    10238     N    0    0    0
    1:21.023    10371     N    0    0    0
    1:22.063    10504     N    0    0    0
    1:23.070    10633     N    0    0    0
    1:24.070    10761     N    0    0    0
    1:25.016    10882     N    0    0    0
    1:25.992    11007     N    0    0    0
    1:26.984    11134     N    0    0    0
    1:27.992    11263     N    0    0    0
    1:28.992    11391     N    0    0    0
    1:29.992    11519     N    0    0    0
    1:31.008    11649     N    0    0    0
    1:32.047    11782     N    0    0    0
    1:33.070    11913     N    0    0    0
    1:34.063    12040     N    0    0    0
    1:35.023    12163     N    0    0    0
    1:36.008    12289     N    0    0    0
    1:36.992    12415     N    0    0    0
    1:37.977    12541     N    0    0    0
    1:38.945    12665     N    0    0    0
    1:39.914    12789     N    0    0    0
    1:40.898    12915     N    0    0    0
    1:41.906    13044     N    0    0    0
    1:42.906    13172     N    0    0    0
    1:43.859    13294     N    0    0    0
    1:44.820    13417     N    0    0    0
    1:45.766    13538     N    0    0    0
    1:46.688    13656     N    0    0    0
    1:47.625    13776     N    0    0    0
    1:48.555    13895     N    0    0    0
    1:49.508    14017     N    0    0    0
    1:50.445    14137     N    0    0    0
    1:51.430    14263     N    0    0    0
    1:52.445    14393     N    0    0    0
    1:53.430    14519     N    0    0    0
    1:54.406    14644     N    0    0    0
    1:55.008    14721     V    0    0    0
    1:56.297    14886     N    0    0    0
    1:57.266    15010     N    0    0    0
    1:58.188    15128     N    0    0    0
    1:59.094    15244     N    0    0    0
    2:00.008    15361     N    0    0    0
    2:00.969    15484     N    0    0    0
    2:01.992    15615     N    0    0    0
    2:03.055    15751     N    0    0    0
    2:04.133    15889     N    0    0    0
    2:05.211    16027     N    0    0    0
    2:06.281    16164     N    0    0    0
    2:07.336    16299     N    0    0    0
    2:08.391    16434     N    0    0    0
    2:09.422    16566     N    0    0    0
    2:10.414    16693     N    0    0    0
    2:11.398    16819     N    0    0    0
    2:12.406    16948     N    0    0    0
    2:13.398    17075     N    0    0    0
    2:14.352    17197     N    0    0    0
    2:15.359    17326     N    0    0    0
    2:16.352    17453     N    0    0    0
    2:17.328    17578     N    0    0    0
    2:18.328    17706     N    0    0    0
    2:19.336    17835     N    0    0    0
    2:20.344    17964     N    0    0    0
    2:21.344    18092     N    0    0    0
    2:22.328    18218     N    0    0    0
    2:23.320    18345     N    0    0    0
    2:24.266    18466     N    0    0    0
    2:25.227    18589     N    0    0    0
    2:26.242    18719     N    0    0    0
    2:27.250    18848     N    0    0    0
    2:28.258    18977     N    0    0    0
    2:29.289    19109     N    0    0    0
    2:30.305    19239     N    0    0    0
    2:31.305    19367     N    0    0    0
    2:32.320    19497     N    0    0    0
    2:33.352    19629     N    0    0    0
    2:34.313    19752     N    0    0    0
    2:35.305    19879     N    0    0    0
    2:36.273    20003     N    0    0    0
    2:37.250    20128     N    0    0    0
    2:38.234    20254     N    0    0    0
    2:39.242    20383     N    0    0    0
    2:40.258    20513     N    0    0    0
    2:41.258    20641     N    0    0    0
    2:42.273    20771     N    0    0    0
    2:43.273    20899     N    0    0    0
    2:44.266    21026     N    0    0    0
    2:45.266    21154     N    0    0    0
    2:46.281    21284     N    0    0    0
    2:47.258    21409     N    0    0    0
    2:48.250    21536     N    0    0    0
    2:49.250    21664     N    0    0    0
    2:50.234    21790     N    0    0    0
    2:51.219    21916     N    0    0    0
    2:52.234    22046     N    0    0    0
    2:53.242    22175     N    0    0    0
    2:54.227    22301     N    0    0    0
    2:55.219    22428     N    0    0    0
    2:56.227    22557     N    0    0    0
    2:57.180    22679     N    0    0    0
    2:58.117    22799     N    0    0    0
    2:59.102    22925     N    0    0    0
    3:00.078    23050     N    0    0    0
    3:01.047    23174     N    0    0    0
    3:02.039    23301     N    0    0    0
    3:03.055    23431     N    0    0    0
    3:04.063    23560     N    0    0    0
    3:05.055    23687     N    0    0    0
    3:06.055    23815     N    0    0    0
    3:07.070    23945     N    0    0    0
    3:08.094    24076     N    0    0    0
    3:09.055    24199     N    0    0    0
    3:10.047    24326     N    0    0    0
    3:11.031    24452     N    0    0    0
    3:12.000    24576     N    0    0    0
    3:12.969    24700     N    0    0    0
    3:13.977    24829     N    0    0    0
    3:14.961    24955     N    0    0    0
    3:15.945    25081     N    0    0    0
    3:16.867    25199     N    0    0    0
    3:17.820    25321     N    0    0    0
    3:18.797    25446     N    0    0    0
    3:19.742    25567     N    0    0    0
    3:20.703    25690     N    0    0    0
    3:21.672    25814     N    0    0    0
    3:22.672    25942     N    0    0    0
    3:23.672    26070     N    0    0    0
    3:24.617    26191     N    0    0    0
    3:25.578    26314     N    0    0    0
    3:26.531    26436     N    0    0    0
    3:27.523    26563     N    0    0    0
    3:28.516    26690     N    0    0    0
    3:29.539    26821     N    0    0    0
    3:30.539    26949     N    0    0    0
    3:31.523    27075     N    0    0    0
    3:32.492    27199     N    0    0    0
    3:33.438    27320     N    0    0    0
    3:34.430    27447     N    0    0    0
    3:35.414    27573     N    0    0    0
    3:36.414    27701     N    0    0    0
    3:37.383    27825     N    0    0    0
    3:38.367    27951     N    0    0    0
    3:39.359    28078     N    0    0    0
    3:40.313    28200     N    0    0    0
    3:41.258    28321     N    0    0    0
    3:42.242    28447     N    0    0    0
    3:43.195    28569     N    0    0    0
    3:44.164    28693     N    0    0    0
    3:45.180    28823     N    0    0    0
    3:46.188    28952     N    0    0    0
    3:47.188    29080     N    0    0    0
    3:48.188    29208     N    0    0    0
    3:49.234    29342     N    0    0    0
    3:50.281    29476     N    0    0    0
    3:51.305    29607     N    0    0    0
    3:52.336    29739     N    0    0    0
    3:53.367    29871     N    0    0    0
    3:54.430    30007     N    0    0    0
    3:55.430    30135     N    0    0    0
    3:56.445    30265     N    0    0    0
    3:57.461    30395     N    0    0    0
    3:58.477    30525     N    0    0    0
    3:59.508    30657     N    0    0    0
    4:00.508    30785     N    0    0    0
    4:01.523    30915     N    0    0    0
    4:02.523    31043     N    0    0    0
    4:03.523    31171     N    0    0    0
    4:04.555    31303     N    0    0    0
    4:05.641    31442     N    0    0    0
    4:06.727    31581     N    0    0    0
    4:07.797    31718     N    0    0    0
    4:08.898    31859     N    0    0    0
    4:10.008    32001     N    0    0    0
    4:11.133    32145     N    0    0    0
    4:12.211    32283     N    0    0    0
    4:13.297    32422     N    0    0    0
    4:14.406    32564     N    0    0    0
    4:15.539    32709     N    0    0    0
    4:16.648    32851     N    0    0    0
    4:17.758    32993     N    0    0    0
    4:18.883    33137     N    0    0    0
    4:20.008    33281     N    0    0    0
    4:21.117    33423     N    0    0    0
    4:22.203    33562     N    0    0    0
    4:23.320    33705     N    0    0    0
    4:24.453    33850     N    0    0    0
    4:25.602    33997     N    0    0    0
    4:26.172    34070     V    0    0    0
    4:27.656    34260     N    0    0    0
    4:28.758    34401     N    0    0    0
    4:29.859    34542     N    0    0    0
    4:30.930    34679     N    0    0    0
    4:31.961    34811     N    0    0    0
    4:32.992    34943     N    0    0    0
    4:34.063    35080     N    0    0    0
    4:35.117    35215     N    0    0    0
    4:36.164    35349     N    0    0    0
    4:37.242    35487     N    0    0    0
    4:38.375    35632     N    0    0    0
    4:39.516    35778     N    0    0    0
    4:40.695    35929     N    0    0    0
    4:41.883    36081     N    0    0    0
    4:43.008    36225     N    0    0    0
    4:44.078    36362     N    0    0    0
    4:45.141    36498     N    0    0    0
    4:46.172    36630     N    0    0    0
    4:47.195    36761     N    0    0    0
    4:48.242    36895     N    0    0    0
    4:49.313    37032     N    0    0    0
    4:50.383    37169     N    0    0    0
    4:51.375    37296     N    0    0    0
    4:52.406    37428     N    0    0    0
    4:53.453    37562     N    0    0    0
    4:54.516    37698     N    0    0    0
    4:55.617    37839     N    0    0    0
    4:56.758    37985     N    0    0    0
    4:57.859    38126     N    0    0    0
    4:58.961    38267     N    0    0    0
    5:00.086    38411     N    0    0    0
    5:01.227    38557     N    0    0    0
    5:02.367    38703     N    0    0    0
    5:03.539    38853     N    0    0    0
    5:04.703    39002     N    0    0    0
    5:05.867    39151     N    0    0    0
    5:07.039    39301     N    0    0    0
    5:08.188    39448     N    0    0    0
    5:09.297    39590     N    0    0    0
    5:10.414    39733     N    0    0    0
    5:11.547    39878     N    0    0    0
    5:12.680    40023     N    0    0    0
    5:13.813    40168     N    0    0    0
    5:14.969    40316     N    0    0    0
    5:16.094    40460     N    0    0    0
    5:16.750    40544     V    0    0    0
    5:18.211    40731     N    0    0    0
    5:19.305    40871     N    0    0    0
    5:20.344    41004     N    0    0    0
    5:21.398    41139     N    0    0    0
    5:22.477    41277     N    0    0    0
    5:23.609    41422     N    0    0    0
    5:24.688    41560     N    0    0    0
    5:25.781    41700     N    0    0    0
    5:26.805    41831     N    0    0    0
    5:27.781    41956     N    0    0    0
    5:28.195    42009     |    0    0 -122
    5:28.391    42034     |    0    0 -121
    5:28.773    42083     N    0    0    0
    5:29.711    42203     N    0    0    0
    5:30.656    42324     N    0    0    0
    5:31.641    42450     N    0    0    0
    5:32.633    42577     N    0    0    0
    5:33.617    42703     N    0    0    0
    5:34.586    42827     N    0    0    0
    5:35.547    42950     N    0    0    0
    5:36.000    43008     ~    3    0    0
    5:36.523    43075     N    0    0    0
    5:37.492    43199     N    0    0    0
    5:37.688    43224     |    0    0   10
    5:38.141    43282     V    0    0    0
    5:38.359    43310     |    0    0   10
    5:39.320    43433     N    0    0    0
    5:40.203    43546     N    0    0    0
    5:40.547    43590     ~    0    0    0
    5:41.063    43656     N    0    0    0
    5:41.906    43764     N    0    0    0
    5:42.766    43874     N    0    0    0
    5:43.625    43984     N    0    0    0
    5:44.469    44092     N    0    0    0
    5:45.320    44201     N    0    0    0
    5:46.133    44305     N    0    0    0
    5:46.961    44411     N    0    0    0
    5:47.766    44514     N    0    0    0
    5:48.367    44591     V    0    0    0
    5:49.375    44720     N    0    0    0
    5:50.156    44820     N    0    0    0
    5:50.938    44920     N    0    0    0
    5:51.703    45018     N    0    0    0
    5:52.445    45113     N    0    0    0
    5:52.953    45178     V    0    0    0
    5:53.945    45305     N    0    0    0
    5:54.719    45404     N    0    0    0
    5:55.469    45500     N    0    0    0
    5:56.227    45597     N    0    0    0
    5:57.016    45698     N    0    0    0
    5:57.563    45768     V    0    0    0
    5:58.695    45913     N    0    0    0
    5:59.531    46020     N    0    0    0
    6:00.359    46126     N    0    0    0
    6:01.227    46237     N    0    0    0
    6:01.742    46303     V    0    0    0
    6:02.875    46448     N    0    0    0
    6:03.703    46554     N    0    0    0
    6:04.266    46626     V    0    0    0
    6:05.336    46763     N    0    0    0
    6:06.141    46866     N    0    0    0
    6:06.680    46935     V    0    0    0
    6:07.734    47070     N    0    0    0
    6:08.523    47171     N    0    0    0
    6:09.070    47241     V    0    0    0
    6:10.078    47370     N    0    0    0
    6:10.867    47471     N    0    0    0
    6:11.617    47567     N    0    0    0
    6:12.383    47665     N    0    0    0
    6:13.164    47765     N    0    0    0
    6:13.961    47867     N    0    0    0
    6:14.781    47972     N    0    0    0
    6:15.578    48074     N    0    0    0
    6:16.406    48180     N    0    0    0
    6:17.234    48286     N    0    0    0
    6:18.086    48395     N    0    0    0
    6:18.938    48504     N    0    0    0
    6:19.797    48614     N    0    0    0
    6:20.664    48725     N    0    0    0
    6:21.539    48837     N    0    0    0
    6:22.438    48952     N    0    0    0
    6:23.344    49068     N    0    0    0
    6:24.250    49184     N    0    0    0
    6:25.148    49299     N    0    0    0
    6:26.031    49412     N    0    0    0
    6:26.938    49528     N    0    0    0
    6:27.797    49638     N    0    0    0
    6:28.633    49745     N    0    0    0
    6:29.469    49852     N    0    0    0
    6:30.328    49962     N    0    0    0
    6:31.188    50072     N    0    0    0
    6:32.063    50184     N    0    0    0
    6:32.945    50297     N    0    0    0
    6:33.813    50408     N    0    0    0
    6:34.672    50518     N    0    0    0
    6:35.531    50628     N    0    0    0
    6:36.391    50738     N    0    0    0
    6:37.242    50847     N    0    0    0
    6:38.102    50957     N    0    0    0
    6:38.961    51067     N    0    0    0
    6:39.813    51176     N    0    0    0
    6:40.641    51282     N    0    0    0
    6:41.492    51391     N    0    0    0
    6:42.336    51499     N    0    0    0
    6:43.164    51605     N    0    0    0
    6:43.984    51710     N    0    0    0
    6:44.797    51814     N    0    0    0
    6:45.625    51920     N    0    0    0
    6:46.453    52026     N    0    0    0
    6:47.305    52135     N    0    0    0
    6:48.164    52245     N    0    0    0
    6:49.000    52352     N    0    0    0
    6:49.828    52458     N    0    0    0
    6:50.672    52566     N    0    0    0
    6:51.531    52676     N    0    0    0
    6:52.383    52785     N    0    0    0
    6:53.320    52905     N    0    0    0
    6:54.250    53024     N    0    0    0
    6:55.164    53141     N    0    0    0
    6:56.078    53258     N    0    0    0
    6:57.039    53381     N    0    0    0
    6:57.953    53498     N    0    0    0
    6:58.898    53619     N    0    0    0
    6:59.828    53738     N    0    0    0
    7:00.734    53854     N    0    0    0
    7:01.648    53971     N    0    0    0
    7:02.547    54086     N    0    0    0
    7:03.484    54206     N    0    0    0
    7:04.383    54321     N    0    0    0
    7:05.305    54439     N    0    0    0
    7:06.203    54554     N    0    0    0
    7:07.094    54668     N    0    0    0
    7:07.984    54782     N    0    0    0
    7:08.852    54893     N    0    0    0
    7:09.727    55005     N    0    0    0
    7:10.609    55118     N    0    0    0
    7:11.492    55231     N    0    0    0
    7:12.430    55351     N    0    0    0
    7:13.320    55465     N    0    0    0
    7:14.211    55579     N    0    0    0
    7:15.094    55692     N    0    0    0
    7:15.984    55806     N    0    0    0
    7:16.883    55921     N    0    0    0
    7:17.500    56000     ~    1    0    0
    7:17.727    56029     N    0    0    0
    7:18.578    56138     N    0    0    0
    7:19.406    56244     N    0    0    0
    7:20.211    56347     N    0    0    0
    7:21.016    56450     N    0    0    0
    7:21.844    56556     N    0    0    0
    7:22.250    56608     ~    0    0    0
    7:22.703    56666     N    0    0    0
    7:23.555    56775     N    0    0    0
    7:24.391    56882     N    0    0    0
    7:25.234    56990     N    0    0    0
    7:26.070    57097     N    0    0    0
    7:26.914    57205     N    0    0    0
    7:27.875    57328     N    0    0    0
    7:28.781    57444     N    0    0    0
    7:29.688    57560     N    0    0    0
    7:30.594    57676     N    0    0    0
    7:31.531    57796     N    0    0    0
    7:32.492    57919     N    0    0    0
    7:33.438    58040     N    0    0    0
    7:34.383    58161     N    0    0    0
    7:35.320    58281     N    0    0    0
    7:36.289    58405     N    0    0    0
    7:37.250    58528     N    0    0    0
    7:38.227    58653     N    0    0    0
    7:39.250    58784     N    0    0    0
    7:40.258    58913     N    0    0    0
    7:41.266    59042     N    0    0    0
    7:42.273    59171     N    0    0    0
    7:43.227    59293     N    0    0    0
    7:44.172    59414     N    0    0    0
    7:45.141    59538     N    0    0    0
    7:46.125    59664     N    0    0    0
    7:47.086    59787     N    0    0    0
    7:48.055    59911     N    0    0    0
    7:49.031    60036     N    0    0    0
    7:50.000    60160     N    0    0    0
    7:50.953    60282     N    0    0    0
    7:51.945    60409     N    0    0    0
    7:52.938    60536     N    0    0    0
    7:53.914    60661     N    0    0    0
    7:54.883    60785     N    0    0    0
    7:55.875    60912     N    0    0    0
    7:56.805    61031     N    0    0    0
    7:57.773    61155     N    0    0    0
    7:58.758    61281     N    0    0    0
    7:59.742    61407     N    0    0    0
    8:00.734    61534     N    0    0    0
    8:01.742    61663     N    0    0    0
    8:02.773    61795     N    0    0    0
    8:03.813    61928     N    0    0    0
    8:04.836    62059     N    0    0    0
    8:05.844    62188     N    0    0    0
    8:06.797    62310     N    0    0    0
    8:07.734    62430     N    0    0    0
    8:08.719    62556     N    0    0    0
    8:09.711    62683     N    0    0    0
    8:10.719    62812     N    0    0    0
    8:11.656    62932     N    0    0    0
    8:12.633    63057     N    0    0    0
    8:13.586    63179     N    0    0    0
    8:14.563    63304     N    0    0    0
    8:15.570    63433     N    0    0    0
    8:16.594    63564     N    0    0    0
    8:17.602    63693     N    0    0    0
    8:18.609    63822     N    0    0    0
    8:19.648    63955     N    0    0    0
    8:20.656    64084     N    0    0    0
    8:21.648    64211     N    0    0    0
    8:22.648    64339     N    0    0    0
    8:23.586    64459     N    0    0    0
    8:24.539    64581     N    0    0    0
    8:25.539    64709     N    0    0    0
    8:26.555    64839     N    0    0    0
    8:27.523    64963     N    0    0    0
    8:28.492    65087     N    0    0    0
    8:29.453    65210     N    0    0    0
    8:30.367    65327     N    0    0    0
    8:31.313    65448     N    0    0    0
    8:32.297    65574     N    0    0    0
    8:33.281    65700     N    0    0    0
    8:34.250    65824     N    0    0    0
    8:35.180    65943     N    0    0    0
    8:36.086    66059     N    0    0    0
    8:37.023    66179     N    0    0    0
    8:37.984    66302     N    0    0    0
    8:38.922    66422     N    0    0    0
    8:39.867    66543     N    0    0    0
    8:40.836    66667     N    0    0    0
    8:41.836    66795     N    0    0    0
    8:42.797    66918     N    0    0    0
    8:43.781    67044     N    0    0    0
    8:44.805    67175     N    0    0    0
    8:45.852    67309     N    0    0    0
    8:46.891    67442     N    0    0    0
    8:47.922    67574     N    0    0    0
    8:48.977    67709     N    0    0    0
    8:50.016    67842     N    0    0    0
    8:51.023    67971     N    0    0    0
    8:51.992    68095     N    0    0    0
    8:52.984    68222     N    0    0    0
    8:54.000    68352     N    0    0    0
    8:55.016    68482     N    0    0    0
    8:56.063    68616     N    0    0    0
    8:57.164    68757     N    0    0    0
    8:58.305    68903     N    0    0    0
    8:58.828    68970     V    0    0    0
    9:00.289    69157     N    0    0    0
    9:01.320    69289     N    0    0    0
    9:02.344    69420     N    0    0    0
    9:03.391    69554     N    0    0    0
    9:04.398    69683     N    0    0    0
    9:05.438    69816     N    0    0    0
    9:06.516    69954     N    0    0    0
    9:07.555    70087     N    0    0    0
    9:08.563    70216     N    0    0    0
    9:09.602    70349     N    0    0    0
    9:10.625    70480     N    0    0    0
    9:11.633    70609     N    0    0    0
    9:12.641    70738     N    0    0    0
    9:13.602    70861     N    0    0    0
    9:14.586    70987     N    0    0    0
    9:15.594    71116     N    0    0    0
    9:16.602    71245     N    0    0    0
    9:17.617    71375     N    0    0    0
    9:18.641    71506     N    0    0    0
    9:19.672    71638     N    0    0    0
    9:20.711    71771     N    0    0    0
    9:21.758    71905     N    0    0    0
    9:22.789    72037     N    0    0    0
    9:23.742    72159     N    0    0    0
    9:24.734    72286     N    0    0    0
    9:25.703    72410     N    0    0    0
    9:26.688    72536     N    0    0    0
    9:27.680    72663     N    0    0    0
    9:28.695    72793     N    0    0    0
    9:29.680    72919     N    0    0    0
    9:30.625    73040     N    0    0    0
    9:31.602    73165     N    0    0    0
    9:32.578    73290     N    0    0    0
    9:33.555    73415     N    0    0    0
    9:34.531    73540     N    0    0    0
    9:35.477    73661     N    0    0    0
    9:36.469    73788     N    0    0    0
    9:37.484    73918     N    0    0    0
    9:38.484    74046     N    0    0    0
    9:39.508    74177     N    0    0    0
    9:40.539    74309     N    0    0    0
    9:41.555    74439     N    0    0    0
    9:42.570    74569     N    0    0    0
    9:43.594    74700     N    0    0    0
    9:44.625    74832     N    0    0    0
    9:45.555    74951     N    0    0    0
    9:46.547    75078     N    0    0    0
    9:47.523    75203     N    0    0    0
    9:48.500    75328     N    0    0    0
    9:49.453    75450     N    0    0    0
    9:50.430    75575     N    0    0    0
    9:51.438    75704     N    0    0    0
    9:52.422    75830     N    0    0    0
    9:53.367    75951     N    0    0    0
    9:54.367    76079     N    0    0    0
    9:55.367    76207     N    0    0    0
    9:56.391    76338     N    0    0    0
    9:57.461    76475     N    0    0    0
    9:58.516    76610     N    0    0    0
    9:59.516    76738     N    0    0    0
   10:00.500    76864     N    0    0    0
   10:01.516    76994     N    0    0    0
   10:02.477    77117     N    0    0    0
   10:03.414    77237     N    0    0    0
   10:04.383    77361     N    0    0    0
   10:05.352    77485     N    0    0    0
   10:06.313    77608     N    0    0    0
   10:07.281    77732     N    0    0    0
   10:08.281    77860     N    0    0    0
   10:09.281    77988     N    0    0    0
   10:10.219    78108     N    0    0    0
   10:11.156    78228     N    0    0    0
   10:12.102    78349     N    0    0    0
   10:13.039    78469     N    0    0    0
   10:14.000    78592     N    0    0    0
   10:14.984    78718     N    0    0    0
   10:15.961    78843     N    0    0    0
   10:16.953    78970     N    0    0    0
   10:17.969    79100     N    0    0    0
   10:19.023    79235     N    0    0    0
   10:20.047    79366     N    0    0    0
   10:21.031    79492     N    0    0    0
   10:22.023    79619     N    0    0    0
   10:23.016    79746     N    0    0    0
   10:23.945    79865     N    0    0    0
   10:24.922    79990     N    0    0    0
   10:25.914    80117     N    0    0    0
   10:26.906    80244     N    0    0    0
   10:27.914    80373     N    0    0    0
   10:28.953    80506     N    0    0    0
   10:29.984    80638     N    0    0    0
   10:30.984    80766     N    0    0    0
   10:32.000    80896     N    0    0    0
   10:32.930    81015     N    0    0    0
   10:33.906    81140     N    0    0    0
   10:34.922    81270     N    0    0    0
   10:35.930    81399     N    0    0    0
   10:36.906    81524     N    0    0    0
   10:37.836    81643     N    0    0    0
   10:38.797    81766     N    0    0    0
   10:39.758    81889     N    0    0    0
   10:40.766    82018     N    0    0    0
   10:41.789    82149     N    0    0    0
   10:42.773    82275     N    0    0    0
   10:43.758    82401     N    0    0    0
   10:44.750    82528     N    0    0    0
   10:45.727    82653     N    0    0    0
   10:46.648    82771     N    0    0    0
   10:47.617    82895     N    0    0    0
   10:48.586    83019     N    0    0    0
   10:49.555    83143     N    0    0    0
   10:50.516    83266     N    0    0    0
   10:51.531    83396     N    0    0    0
   10:52.547    83526     N    0    0    0
   10:53.547    83654     N    0    0    0
   10:54.516    83778     N    0    0    0
   10:55.484    83902     N    0    0    0
   10:56.445    84025     N    0    0    0
   10:57.398    84147     N    0    0    0
   10:58.336    84267     N    0    0    0
   10:59.305    84391     N    0    0    0
   11:00.289    84517     N    0    0    0
   11:01.266    84642     N    0    0    0
   11:02.258    84769     N    0    0    0
   11:03.273    84899     N    0    0    0
   11:04.250    85024     N    0    0    0
   11:05.250    85152     N    0    0    0
   11:06.242    85279     N    0    0    0
   11:07.211    85403     N    0    0    0
   11:08.141    85522     N    0    0    0
   11:09.102    85645     N    0    0    0
   11:10.039    85765     N    0    0    0
   11:10.977    85885     N    0    0    0
   11:11.938    86008     N    0    0    0
   11:12.930    86135     N    0    0    0
   11:13.852    86253     N    0    0    0
   11:14.828    86378     N    0    0    0
   11:15.805    86503     N    0    0    0
   11:16.805    86631     N    0    0    0
   11:17.828    86762     N    0    0    0
   11:18.836    86891     N    0    0    0
   11:19.820    87017     N    0    0    0
   11:20.820    87145     N    0    0    0
   11:21.836    87275     N    0    0    0
   11:22.813    87400     N    0    0    0
   11:23.766    87522     N    0    0    0
   11:24.703    87642     N    0    0    0
   11:25.648    87763     N    0    0    0
   11:26.586    87883     N    0    0    0
   11:27.578    88010     N    0    0    0
   11:28.570    88137     N    0    0    0
   11:29.523    88259     N    0    0    0
   11:30.508    88385     N    0    0    0
   11:31.477    88509     N    0    0    0
   11:32.414    88629     N    0    0    0
   11:33.367    88751     N    0    0    0
   11:34.383    88881     N    0    0    0
   11:35.406    89012     N    0    0    0
   11:36.391    89138     N    0    0    0
   11:37.391    89266     N    0    0    0
   11:38.367    89391     N    0    0    0
   11:39.375    89520     N    0    0    0
   11:40.328    89642     N    0    0    0
   11:41.266    89762     N    0    0    0
   11:42.219    89884     N    0    0    0
   11:43.133    90001     N    0    0    0
   11:44.109    90126     N    0    0    0
   11:45.102    90253     N    0    0    0
   11:46.063    90376     N    0    0    0
   11:47.008    90497     N    0    0    0
   11:47.977    90621     N    0    0    0
   11:48.945    90745     N    0    0    0
   11:49.914    90869     N    0    0    0
   11:50.836    90987     N    0    0    0
   11:51.773    91107     N    0    0    0
   11:52.781    91236     N    0    0    0
   11:53.781    91364     N    0    0    0
   11:54.766    91490     N    0    0    0
   11:55.781    91620     N    0    0    0
   11:56.789    91749     N    0    0    0
   11:57.820    91881     N    0    0    0
   11:58.820    92009     N    0    0    0
   11:59.828    92138     N    0    0    0
   12:00.820    92265     N    0    0    0
   12:01.750    92384     N    0    0    0
   12:02.711    92507     N    0    0    0
   12:03.648    92627     N    0    0    0
   12:04.594    92748     N    0    0    0
   12:05.555    92871     N    0    0    0
   12:06.555    92999     N    0    0    0
   12:07.555    93127     N    0    0    0
   12:08.523    93251     N    0    0    0
   12:09.523    93379     N    0    0    0
   12:10.547    93510     N    0    0    0
   12:11.523    93635     N    0    0    0
   12:12.477    93757     N    0    0    0
   12:13.492    93887     N    0    0    0
   12:14.531    94020     N    0    0    0
   12:15.570    94153     N    0    0    0
   12:16.617    94287     N    0    0    0
   12:17.688    94424     N    0    0    0
   12:18.750    94560     N    0    0    0
   12:19.789    94693     N    0    0    0
   12:20.820    94825     N    0    0    0
   12:21.883    94961     N    0    0    0
   12:22.867    95087     N    0    0    0
   12:23.852    95213     N    0    0    0
   12:24.852    95341     N    0    0    0
   12:25.844    95468     N    0    0    0
   12:26.852    95597     N    0    0    0
