      Time   Sample #  Type  Sub Chan  Num	Aux
    3:12.563    24648     N    0    0    0
    3:13.383    24753     N    0    0    0
    3:14.195    24857     N    0    0    0
    3:14.531    24900     V    0    0    0
    3:14.883    24945     |    0    1   41
    3:15.086    24971     N    0    0    0
    3:15.852    25069     N    0    0    0
    3:16.664    25173     N    0    0    0
    3:17.484    25278     N    0    0    0
    3:18.320    25385     N    0    0    0
    3:19.156    25492     N    0    0    0
    3:19.984    25598     N    0    0    0
    3:20.805    25703     N    0    0    0
    3:21.633    25809     N    0    0    0
    3:22.031    25860     V    0    0    0
    3:22.531    25924     N    0    0    0
    3:23.297    26022     N    0    0    0
    3:24.117    26127     N    0    0    0
    3:24.945    26233     N    0    0    0
    3:25.766    26338     N    0    0    0
    3:26.609    26446     N    0    0    0
    3:27.422    26550     N    0    0    0
    3:28.250    26656     N    0    0    0
    3:29.086    26763     N    0    0    0
    3:29.914    26869     N    0    0    0
    3:30.734    26974     N    0    0    0
    3:31.563    27080     N    0    0    0
    3:31.914    27125     V    0    0    0
    3:32.141    27154     |    0    1    3
    3:32.445    27193     N    0    0    0
    3:33.219    27292     N    0    0    0
    3:34.023    27395     N    0    0    0
    3:34.828    27498     N    0    0    0
    3:35.648    27603     N    0    0    0
    3:36.469    27708     N    0    0    0
    3:37.281    27812     N    0    0    0
    3:38.094    27916     N    0    0    0
    3:38.914    28021     N    0    0    0
    3:39.719    28124     N    0    0    0
    3:40.523    28227     N    0    0    0
    3:41.336    28331     N    0    0    0
    3:42.133    28433     N    0    0    0
    3:42.945    28537     N    0    0    0
    3:43.750    28640     N    0    0    0
    3:44.563    28744     N    0    0    0
    3:45.375    28848     N    0    0    0
    3:46.195    28953     N    0    0    0
    3:47.008    29057     N    0    0    0
    3:47.836    29163     N    0    0    0
    3:48.664    29269     N    0    0    0
    3:49.477    29373     N    0    0    0
    3:50.297    29478     N    0    0    0
    3:50.656    29524     V    0    0    0
    3:50.875    29552     |    0    1    3
    3:51.188    29592     N    0    0    0
    3:51.961    29691     N    0    0    0
    3:52.766    29794     N    0    0    0
    3:53.586    29899     N    0    0    0
    3:54.414    30005     N    0    0    0
    3:55.250    30112     N    0    0    0
    3:56.078    30218     N    0    0    0
    3:56.430    30263     V    0    0    0
    3:56.656    30292     |    0    1    3
    3:56.969    30332     N    0    0    0
    3:57.773    30435     N    0    0    0
    3:58.578    30538     N    0    0    0
    3:59.414    30645     N    0    0    0
    4:00.242    30751     N    0    0    0
    4:01.063    30856     N    0    0    0
    4:01.883    30961     N    0    0    0
    4:02.688    31064     N    0    0    0
    4:03.500    31168     N    0    0    0
    4:04.313    31272     N    0    0    0
    4:05.125    31376     N    0    0    0
    4:05.508    31425     V    0    0    0
    4:05.703    31450     |    0    1    3
    4:06.023    31491     N    0    0    0
    4:06.797    31590     N    0    0    0
    4:07.625    31696     N    0    0    0
    4:08.461    31803     N    0    0    0
    4:09.305    31911     N    0    0    0
    4:10.172    32022     N    0    0    0
    4:11.016    32130     N    0    0    0
    4:11.844    32236     N    0    0    0
    4:12.680    32343     N    0    0    0
    4:13.500    32448     N    0    0    0
    4:14.320    32553     N    0    0    0
    4:15.148    32659     N    0    0    0
    4:15.961    32763     N    0    0    0
    4:16.773    32867     N    0    0    0
    4:17.586    32971     N    0    0    0
    4:18.398    33075     N    0    0    0
    4:19.203    33178     N    0    0    0
    4:20.023    33283     N    0    0    0
    4:20.820    33385     N    0    0    0
    4:21.641    33490     N    0    0    0
    4:22.461    33595     N    0    0    0
    4:23.266    33698     N    0    0    0
    4:24.094    33804     N    0    0    0
    4:24.906    33908     N    0    0    0
    4:25.727    34013     N    0    0    0
    4:26.156    34068     V    0    0    0
    4:26.352    34093     |    0    1    3
    4:27.367    34223     N    0    0    0
    4:28.203    34330     N    0    0    0
    4:29.023    34435     N    0    0    0
    4:29.414    34485     V    0    0    0
    4:29.617    34511     |    0    1    3
    4:29.945    34553     N    0    0    0
    4:30.695    34649     N    0    0    0
    4:31.516    34754     N    0    0    0
    4:32.344    34860     N    0    0    0
    4:33.188    34968     N    0    0    0
    4:34.016    35074     N    0    0    0
    4:34.852    35181     N    0    0    0
    4:35.688    35288     N    0    0    0
    4:36.516    35394     N    0    0    0
    4:37.352    35501     N    0    0    0
    4:38.188    35608     N    0    0    0
    4:39.031    35716     N    0    0    0
    4:39.859    35822     N    0    0    0
    4:40.227    35869     V    0    0    0
    4:40.570    35913     |    0    0   -1
    4:40.766    35938     N    0    0    0
    4:41.492    36031     N    0    0    0
    4:42.313    36136     N    0    0    0
    4:43.133    36241     N    0    0    0
    4:43.945    36345     N    0    0    0
    4:44.758    36449     N    0    0    0
    4:45.570    36553     N    0    0    0
    4:46.375    36656     N    0    0    0
    4:47.180    36759     N    0    0    0
    4:47.992    36863     N    0    0    0
    4:48.797    36966     N    0    0    0
    4:49.609    37070     N    0    0    0
    4:50.430    37175     N    0    0    0
    4:51.234    37278     N    0    0    0
    4:52.047    37382     N    0    0    0
    4:52.875    37488     N    0    0    0
    4:53.688    37592     N    0    0    0
    4:54.516    37698     N    0    0    0
    4:55.336    37803     N    0    0    0
    4:55.688    37848     V    0    0    0
    4:56.031    37892     |    0    0   -1
    4:56.234    37918     N    0    0    0
    4:57.016    38018     N    0    0    0
    4:57.828    38122     N    0    0    0
    4:58.664    38229     N    0    0    0
    4:59.508    38337     N    0    0    0
    5:00.352    38445     N    0    0    0
    5:00.742    38495     V    0    0    0
    5:01.258    38561     N    0    0    0
    5:02.063    38664     N    0    0    0
    5:02.875    38768     N    0    0    0
    5:03.711    38875     N    0    0    0
    5:04.547    38982     N    0    0    0
    5:05.383    39089     N    0    0    0
    5:06.227    39197     N    0    0    0
    5:07.063    39304     N    0    0    0
    5:07.914    39413     N    0    0    0
    5:08.250    39456     V    0    0    0
    5:08.820    39529     N    0    0    0
    5:09.617    39631     N    0    0    0
    5:10.430    39735     N    0    0    0
    5:11.289    39845     N    0    0    0
    5:12.133    39953     N    0    0    0
    5:12.961    40059     N    0    0    0
    5:13.367    40111     V    0    0    0
    5:13.703    40154     |    0    0  -41
    5:13.883    40177     N    0    0    0
    5:14.617    40271     N    0    0    0
    5:15.453    40378     N    0    0    0
    5:16.289    40485     N    0    0    0
    5:17.102    40589     N    0    0    0
    5:17.922    40694     N    0    0    0
    5:18.750    40800     N    0    0    0
    5:19.570    40905     N    0    0    0
    5:20.391    41010     N    0    0    0
    5:21.203    41114     N    0    0    0
    5:22.016    41218     N    0    0    0
    5:22.828    41322     N    0    0    0
    5:23.641    41426     N    0    0    0
    5:24.453    41530     N    0    0    0
    5:25.273    41635     N    0    0    0
    5:26.102    41741     N    0    0    0
    5:26.914    41845     N    0    0    0
    5:27.742    41951     N    0    0    0
    5:28.578    42058     N    0    0    0
    5:29.406    42164     N    0    0    0
    5:29.805    42215     V    0    0    0
    5:30.102    42253     |    0    1   41
    5:30.305    42279     N    0    0    0
    5:31.086    42379     N    0    0    0
    5:31.898    42483     N    0    0    0
    5:32.734    42590     N    0    0    0
    5:33.570    42697     N    0    0    0
    5:34.391    42802     N    0    0    0
    5:35.234    42910     N    0    0    0
    5:36.086    43019     N    0    0    0
    5:36.922    43126     N    0    0    0
    5:37.766    43234     N    0    0    0
    5:38.133    43281     V    0    0    0
    5:38.359    43310     |    0    1    3
    5:38.672    43350     N    0    0    0
    5:39.469    43452     N    0    0    0
    5:40.289    43557     N    0    0    0
    5:41.133    43665     N    0    0    0
    5:41.977    43773     N    0    0    0
    5:42.813    43880     N    0    0    0
    5:43.648    43987     N    0    0    0
    5:44.492    44095     N    0    0    0
    5:45.313    44200     N    0    0    0
    5:46.133    44305     N    0    0    0
    5:46.969    44412     N    0    0    0
    5:47.789    44517     N    0    0    0
    5:48.625    44624     N    0    0    0
    5:49.477    44733     N    0    0    0
    5:50.320    44841     N    0    0    0
    5:51.156    44948     N    0    0    0
    5:51.516    44994     V    0    0    0
    5:51.867    45039     |    0    0   -1
    5:52.063    45064     N    0    0    0
    5:52.875    45168     N    0    0    0
    5:53.688    45272     N    0    0    0
    5:54.539    45381     N    0    0    0
    5:55.391    45490     N    0    0    0
    5:56.234    45598     N    0    0    0
    5:57.078    45706     N    0    0    0
    5:57.477    45757     V    0    0    0
    5:58.000    45824     N    0    0    0
    5:58.828    45930     N    0    0    0
    5:59.641    46034     N    0    0    0
    6:00.492    46143     N    0    0    0
    6:01.344    46252     N    0    0    0
    6:02.203    46362     N    0    0    0
    6:03.047    46470     N    0    0    0
    6:03.906    46580     N    0    0    0
    6:04.758    46689     N    0    0    0
    6:05.586    46795     N    0    0    0
    6:06.430    46903     N    0    0    0
    6:07.273    47011     N    0    0    0
    6:07.656    47060     V    0    0    0
    6:07.984    47102     |    0    0  -41
    6:08.180    47127     N    0    0    0
    6:08.969    47228     N    0    0    0
    6:09.805    47335     N    0    0    0
    6:10.656    47444     N    0    0    0
    6:11.484    47550     N    0    0    0
    6:12.336    47659     N    0    0    0
    6:13.203    47770     N    0    0    0
    6:14.047    47878     N    0    0    0
    6:14.898    47987     N    0    0    0
    6:15.766    48098     N    0    0    0
    6:16.609    48206     N    0    0    0
    6:16.977    48253     V    0    0    0
    6:17.328    48298     |    0    0   -1
    6:17.523    48323     N    0    0    0
    6:18.344    48428     N    0    0    0
    6:19.164    48533     N    0    0    0
    6:20.008    48641     N    0    0    0
    6:20.867    48751     N    0    0    0
    6:21.711    48859     N    0    0    0
    6:22.563    48968     N    0    0    0
    6:23.430    49079     N    0    0    0
    6:24.289    49189     N    0    0    0
    6:25.125    49296     N    0    0    0
    6:25.961    49403     N    0    0    0
    6:26.813    49512     N    0    0    0
    6:27.656    49620     N    0    0    0
    6:28.484    49726     N    0    0    0
    6:29.320    49833     N    0    0    0
    6:30.164    49941     N    0    0    0
    6:30.992    50047     N    0    0    0
    6:31.828    50154     N    0    0    0
    6:32.195    50201     V    0    0    0
    6:32.539    50245     |    0    1   41
    6:32.750    50272     N    0    0    0
    6:33.492    50367     N    0    0    0
    6:34.344    50476     N    0    0    0
    6:35.211    50587     N    0    0    0
    6:36.063    50696     N    0    0    0
    6:36.906    50804     N    0    0    0
    6:37.773    50915     N    0    0    0
    6:38.633    51025     N    0    0    0
    6:39.484    51134     N    0    0    0
    6:40.336    51243     N    0    0    0
    6:40.719    51292     V    0    0    0
    6:41.047    51334     |    0    0   -1
    6:41.250    51360     N    0    0    0
    6:42.039    51461     N    0    0    0
    6:42.867    51567     N    0    0    0
    6:43.727    51677     N    0    0    0
    6:44.602    51789     N    0    0    0
    6:45.453    51898     N    0    0    0
    6:46.313    52008     N    0    0    0
    6:47.188    52120     N    0    0    0
    6:48.047    52230     N    0    0    0
    6:48.883    52337     N    0    0    0
    6:49.750    52448     N    0    0    0
    6:50.633    52561     N    0    0    0
    6:51.492    52671     N    0    0    0
    6:52.328    52778     N    0    0    0
    6:52.734    52830     V    0    0    0
    6:53.031    52868     |    0    1   41
    6:53.242    52895     N    0    0    0
    6:54.039    52997     N    0    0    0
    6:54.867    53103     N    0    0    0
    6:55.719    53212     N    0    0    0
    6:56.578    53322     N    0    0    0
    6:57.438    53432     N    0    0    0
    6:58.289    53541     N    0    0    0
    6:59.148    53651     N    0    0    0
    7:00.023    53763     N    0    0    0
    7:00.875    53872     N    0    0    0
    7:01.742    53983     N    0    0    0
    7:02.625    54096     N    0    0    0
    7:03.500    54208     N    0    0    0
    7:04.367    54319     N    0    0    0
    7:05.242    54431     N    0    0    0
    7:06.117    54543     N    0    0    0
    7:06.977    54653     N    0    0    0
    7:07.852    54765     N    0    0    0
    7:08.734    54878     N    0    0    0
    7:09.594    54988     N    0    0    0
    7:10.438    55096     N    0    0    0
    7:11.297    55206     N    0    0    0
    7:12.164    55317     N    0    0    0
    7:13.023    55427     N    0    0    0
    7:13.875    55536     N    0    0    0
    7:14.727    55645     N    0    0    0
    7:15.594    55756     N    0    0    0
    7:16.438    55864     N    0    0    0
    7:17.289    55973     N    0    0    0
    7:18.148    56083     N    0    0    0
    7:19.016    56194     N    0    0    0
    7:19.859    56302     N    0    0    0
    7:20.719    56412     N    0    0    0
    7:21.578    56522     N    0    0    0
    7:22.438    56632     N    0    0    0
    7:23.281    56740     N    0    0    0
    7:23.695    56793     V    0    0    0
    7:23.984    56830     |    0    1   41
    7:24.195    56857     N    0    0    0
    7:25.008    56961     N    0    0    0
    7:25.852    57069     N    0    0    0
    7:26.688    57176     N    0    0    0
    7:27.539    57285     N    0    0    0
    7:28.406    57396     N    0    0    0
    7:29.250    57504     N    0    0    0
    7:30.086    57611     N    0    0    0
    7:30.930    57719     N    0    0    0
    7:31.781    57828     N    0    0    0
    7:32.617    57935     N    0    0    0
    7:33.461    58043     N    0    0    0
    7:34.320    58153     N    0    0    0
    7:35.156    58260     N    0    0    0
    7:35.992    58367     N    0    0    0
    7:36.352    58413     V    0    0    0
    7:36.695    58457     |    0    1   41
    7:36.906    58484     N    0    0    0
    7:37.648    58579     N    0    0    0
    7:38.500    58688     N    0    0    0
    7:39.367    58799     N    0    0    0
    7:40.203    58906     N    0    0    0
    7:41.063    59016     N    0    0    0
    7:41.930    59127     N    0    0    0
    7:42.344    59180     V    0    0    0
    7:42.563    59208     |    0    1    3
    7:42.852    59245     N    0    0    0
    7:43.680    59351     N    0    0    0
    7:44.531    59460     N    0    0    0
    7:45.398    59571     N    0    0    0
    7:45.820    59625     V    0    0    0
    7:46.039    59653     |    0    1    3
    7:46.320    59689     N    0    0    0
    7:47.164    59797     N    0    0    0
    7:48.008    59905     N    0    0    0
    7:48.859    60014     N    0    0    0
    7:49.727    60125     N    0    0    0
    7:50.594    60236     N    0    0    0
    7:51.461    60347     N    0    0    0
    7:52.328    60458     N    0    0    0
    7:53.195    60569     N    0    0    0
    7:54.070    60681     N    0    0    0
    7:54.922    60790     N    0    0    0
    7:55.305    60839     V    0    0    0
    7:55.633    60881     |    0    1   41
    7:55.836    60907     N    0    0    0
    7:56.672    61014     N    0    0    0
    7:57.516    61122     N    0    0    0
    7:58.359    61230     N    0    0    0
    7:59.227    61341     N    0    0    0
    8:00.109    61454     N    0    0    0
    8:00.516    61506     V    0    0    0
    8:00.852    61549     |    0    0  -41
    8:01.039    61573     N    0    0    0
    8:01.867    61679     N    0    0    0
    8:02.719    61788     N    0    0    0
    8:03.586    61899     N    0    0    0
    8:04.453    62010     N    0    0    0
    8:05.320    62121     N    0    0    0
    8:06.188    62232     N    0    0    0
    8:07.039    62341     N    0    0    0
    8:07.477    62397     V    0    0    0
    8:07.688    62424     |    0    1    3
    8:07.992    62463     N    0    0    0
    8:08.813    62568     N    0    0    0
    8:09.648    62675     N    0    0    0
    8:10.500    62784     N    0    0    0
    8:11.367    62895     N    0    0    0
    8:12.234    63006     N    0    0    0
    8:13.070    63113     N    0    0    0
    8:13.922    63222     N    0    0    0
    8:14.789    63333     N    0    0    0
    8:15.648    63443     N    0    0    0
    8:16.484    63550     N    0    0    0
    8:17.313    63656     N    0    0    0
    8:18.156    63764     N    0    0    0
    8:19.000    63872     N    0    0    0
    8:19.852    63981     N    0    0    0
    8:20.703    64090     N    0    0    0
    8:21.570    64201     N    0    0    0
    8:22.422    64310     N    0    0    0
    8:23.273    64419     N    0    0    0
    8:24.133    64529     N    0    0    0
    8:24.992    64639     N    0    0    0
    8:25.844    64748     N    0    0    0
    8:26.719    64860     N    0    0    0
    8:27.617    64975     N    0    0    0
    8:28.461    65083     N    0    0    0
    8:29.320    65193     N    0    0    0
    8:30.195    65305     N    0    0    0
    8:31.039    65413     N    0    0    0
    8:31.891    65522     N    0    0    0
    8:32.750    65632     N    0    0    0
    8:33.617    65743     N    0    0    0
    8:34.484    65854     N    0    0    0
    8:35.352    65965     N    0    0    0
    8:35.766    66018     V    0    0    0
    8:36.297    66086     N    0    0    0
    8:37.117    66191     N    0    0    0
    8:37.977    66301     N    0    0    0
    8:38.859    66414     N    0    0    0
    8:39.273    66467     V    0    0    0
    8:39.797    66534     N    0    0    0
    8:40.617    66639     N    0    0    0
    8:41.461    66747     N    0    0    0
    8:42.328    66858     N    0    0    0
    8:43.188    66968     N    0    0    0
    8:44.055    67079     N    0    0    0
    8:44.945    67193     N    0    0    0
    8:45.320    67241     V    0    0    0
    8:45.883    67313     N    0    0    0
    8:46.719    67420     N    0    0    0
    8:47.578    67530     N    0    0    0
    8:48.461    67643     N    0    0    0
    8:48.844    67692     V    0    0    0
    8:49.188    67736     |    0    0  -41
    8:49.375    67760     N    0    0    0
    8:50.203    67866     N    0    0    0
    8:51.063    67976     N    0    0    0
    8:51.930    68087     N    0    0    0
    8:52.336    68139     V    0    0    0
    8:52.664    68181     |    0    0  -41
    8:52.859    68206     N    0    0    0
    8:53.695    68313     N    0    0    0
    8:54.539    68421     N    0    0    0
    8:55.398    68531     N    0    0    0
    8:56.273    68643     N    0    0    0
    8:57.148    68755     N    0    0    0
    8:58.000    68864     N    0    0    0
    8:58.859    68974     N    0    0    0
    8:59.727    69085     N    0    0    0
    9:00.094    69132     V    0    0    0
    9:00.664    69205     N    0    0    0
    9:01.477    69309     N    0    0    0
    9:02.336    69419     N    0    0    0
    9:03.219    69532     N    0    0    0
    9:04.086    69643     N    0    0    0
    9:04.953    69754     N    0    0    0
    9:05.844    69868     N    0    0    0
    9:06.727    69981     N    0    0    0
    9:07.578    70090     N    0    0    0
    9:08.453    70202     N    0    0    0
    9:09.313    70312     N    0    0    0
    9:10.188    70424     N    0    0    0
    9:11.063    70536     N    0    0    0
    9:11.938    70648     N    0    0    0
    9:12.797    70758     N    0    0    0
    9:13.680    70871     N    0    0    0
    9:14.563    70984     N    0    0    0
    9:14.977    71037     V    0    0    0
    9:15.273    71075     |    0    1   41
    9:15.484    71102     N    0    0    0
    9:16.305    71207     N    0    0    0
    9:17.164    71317     N    0    0    0
    9:18.031    71428     N    0    0    0
    9:18.883    71537     N    0    0    0
    9:19.742    71647     N    0    0    0
    9:20.617    71759     N    0    0    0
    9:21.000    71808     V    0    0    0
    9:21.344    71852     |    0    0  -41
    9:21.547    71878     N    0    0    0
    9:22.367    71983     N    0    0    0
    9:23.227    72093     N    0    0    0
    9:24.070    72201     N    0    0    0
    9:24.938    72312     N    0    0    0
    9:25.813    72424     N    0    0    0
    9:26.680    72535     N    0    0    0
