      Time   Sample #  Type  Sub Chan  Num	Aux
    3:02.359    23342     N    0    0    0
    3:03.219    23452     N    0    0    0
    3:04.086    23563     N    0    0    0
    3:04.945    23673     N    0    0    0
    3:05.883    23793     N    0    0    0
    3:06.758    23905     N    0    0    0
    3:07.703    24026     N    0    0    0
    3:08.828    24170     N    0    0    0
    3:10.242    24351     N    0    0    0
    3:11.477    24509     N    0    0    0
    3:12.719    24668     N    0    0    0
    3:13.961    24827     N    0    0    0
    3:15.227    24989     N    0    0    0
    3:16.477    25149     N    0    0    0
    3:17.734    25310     N    0    0    0
    3:19.078    25482     N    0    0    0
    3:20.344    25644     N    0    0    0
    3:21.609    25806     N    0    0    0
    3:22.867    25967     N    0    0    0
    3:24.117    26127     N    0    0    0
    3:25.352    26285     N    0    0    0
    3:26.563    26440     N    0    0    0
    3:27.789    26597     N    0    0    0
    3:28.992    26751     N    0    0    0
    3:30.234    26910     N    0    0    0
    3:31.391    27058     N    0    0    0
    3:32.484    27198     N    0    0    0
    3:33.438    27320     N    0    0    0
    3:34.117    27407     S    0    0    0
    3:35.391    27570     N    0    0    0
    3:36.586    27723     N    0    0    0
    3:37.727    27869     N    0    0    0
    3:38.828    28010     N    0    0    0
    3:39.875    28144     N    0    0    0
    3:40.906    28276     N    0    0    0
    3:41.609    28366     S    0    0    0
    3:42.898    28531     N    0    0    0
    3:44.211    28699     N    0    0    0
    3:45.484    28862     N    0    0    0
    3:46.719    29020     N    0    0    0
    3:48.000    29184     N    0    0    0
    3:49.242    29343     N    0    0    0
    3:50.523    29507     N    0    0    0
    3:51.758    29665     N    0    0    0
    3:53.000    29824     N    0    0    0
    3:54.203    29978     N    0    0    0
    3:55.406    30132     N    0    0    0
    3:56.508    30273     N    0    0    0
    3:57.563    30408     N    0    0    0
    3:58.555    30535     N    0    0    0
    3:59.531    30660     N    0    0    0
    4:00.539    30789     N    0    0    0
    4:01.508    30913     N    0    0    0
    4:02.414    31029     N    0    0    0
    4:03.305    31143     N    0    0    0
    4:04.234    31262     N    0    0    0
    4:05.117    31375     N    0    0    0
    4:06.016    31490     N    0    0    0
    4:06.906    31604     N    0    0    0
    4:07.797    31718     N    0    0    0
    4:08.711    31835     N    0    0    0
    4:09.586    31947     N    0    0    0
    4:10.547    32070     N    0    0    0
    4:11.445    32185     N    0    0    0
    4:12.352    32301     N    0    0    0
    4:13.281    32420     N    0    0    0
    4:14.203    32538     N    0    0    0
    4:15.164    32661     N    0    0    0
    4:16.094    32780     N    0    0    0
    4:17.289    32933     N    0    0    0
    4:18.531    33092     N    0    0    0
    4:19.688    33240     N    0    0    0
    4:20.742    33375     N    0    0    0
    4:21.695    33497     N    0    0    0
    4:22.672    33622     N    0    0    0
    4:23.617    33743     N    0    0    0
    4:24.555    33863     N    0    0    0
    4:25.570    33993     N    0    0    0
    4:26.531    34116     N    0    0    0
    4:27.484    34238     N    0    0    0
    4:28.438    34360     N    0    0    0
    4:29.500    34496     N    0    0    0
    4:30.469    34620     N    0    0    0
    4:31.477    34749     N    0    0    0
    4:32.422    34870     N    0    0    0
    4:33.133    34961     S    0    0    0
    4:34.297    35110     N    0    0    0
    4:35.305    35239     N    0    0    0
    4:36.289    35365     N    0    0    0
    4:37.250    35488     N    0    0    0
    4:38.219    35612     N    0    0    0
    4:39.148    35731     N    0    0    0
    4:40.078    35850     N    0    0    0
    4:41.039    35973     N    0    0    0
    4:42.000    36096     N    0    0    0
    4:42.938    36216     N    0    0    0
    4:43.898    36339     N    0    0    0
    4:44.852    36461     N    0    0    0
    4:45.820    36585     N    0    0    0
    4:46.758    36705     N    0    0    0
    4:47.719    36828     N    0    0    0
    4:48.672    36950     N    0    0    0
    4:49.594    37068     N    0    0    0
    4:50.523    37187     N    0    0    0
    4:51.414    37301     N    0    0    0
    4:52.328    37418     N    0    0    0
    4:53.250    37536     N    0    0    0
    4:54.164    37653     N    0    0    0
    4:55.063    37768     N    0    0    0
    4:55.953    37882     N    0    0    0
    4:56.844    37996     N    0    0    0
    4:57.750    38112     N    0    0    0
    4:58.617    38223     N    0    0    0
    4:59.508    38337     N    0    0    0
    5:00.422    38454     N    0    0    0
    5:01.305    38567     N    0    0    0
    5:02.195    38681     N    0    0    0
    5:03.078    38794     N    0    0    0
    5:03.953    38906     N    0    0    0
    5:04.750    39008     ~    2    0    0
    5:04.813    39016     N    0    0    0
    5:05.688    39128     N    0    0    0
    5:06.492    39231     N    0    0    0
    5:07.461    39355     N    0    0    0
    5:08.383    39473     N    0    0    0
    5:09.250    39584     ~    0    0    0
    5:09.336    39595     N    0    0    0
    5:10.266    39714     N    0    0    0
    5:11.156    39828     N    0    0    0
    5:12.063    39944     N    0    0    0
    5:12.984    40062     N    0    0    0
    5:13.883    40177     N    0    0    0
    5:14.797    40294     N    0    0    0
    5:15.703    40410     N    0    0    0
    5:16.602    40525     N    0    0    0
    5:17.523    40643     N    0    0    0
    5:18.422    40758     N    0    0    0
    5:19.305    40871     N    0    0    0
    5:20.203    40986     N    0    0    0
    5:21.094    41100     N    0    0    0
    5:21.953    41210     N    0    0    0
    5:22.836    41323     N    0    0    0
    5:23.703    41434     N    0    0    0
    5:24.555    41543     N    0    0    0
    5:25.375    41648     N    0    0    0
    5:26.188    41752     N    0    0    0
    5:27.000    41856     N    0    0    0
    5:27.813    41960     N    0    0    0
    5:28.617    42063     N    0    0    0
    5:29.406    42164     N    0    0    0
    5:30.203    42266     N    0    0    0
    5:31.016    42370     N    0    0    0
    5:31.828    42474     N    0    0    0
    5:32.250    42528     ~    2    0    0
    5:32.633    42577     N    0    0    0
    5:33.445    42681     N    0    0    0
    5:34.250    42784     N    0    0    0
    5:35.031    42884     N    0    0    0
    5:35.836    42987     N    0    0    0
    5:36.656    43092     N    0    0    0
    5:37.453    43194     N    0    0    0
    5:38.258    43297     N    0    0    0
    5:39.070    43401     N    0    0    0
    5:39.867    43503     N    0    0    0
    5:40.664    43605     N    0    0    0
    5:41.453    43706     N    0    0    0
    5:42.227    43805     N    0    0    0
    5:43.000    43904     N    0    0    0
    5:43.773    44003     N    0    0    0
    5:44.164    44053     |    0   16  108
    5:44.531    44100     N    0    0    0
    5:45.297    44198     N    0    0    0
    5:45.727    44253     |    0   16  109
    5:46.063    44296     N    0    0    0
    5:46.500    44352     ~    0    0    0
    5:46.820    44393     N    0    0    0
    5:47.578    44490     N    0    0    0
    5:48.336    44587     N    0    0    0
    5:48.750    44640     ~    1    0    0
    5:49.156    44692     N    0    0    0
    5:49.914    44789     N    0    0    0
    5:50.664    44885     N    0    0    0
    5:51.398    44979     N    0    0    0
    5:52.141    45074     N    0    0    0
    5:52.867    45167     N    0    0    0
    5:53.070    45193     ~    0    0    0
    5:53.539    45253     N    0    0    0
    5:54.266    45346     N    0    0    0
    5:55.000    45440     N    0    0    0
    5:55.727    45533     N    0    0    0
    5:56.461    45627     N    0    0    0
    5:57.180    45719     N    0    0    0
    5:57.898    45811     N    0    0    0
    5:58.617    45903     N    0    0    0
    5:59.336    45995     N    0    0    0
    6:00.078    46090     N    0    0    0
    6:00.805    46183     N    0    0    0
    6:01.250    46240     ~    2    0    0
    6:01.539    46277     N    0    0    0
    6:02.289    46373     N    0    0    0
    6:03.039    46469     N    0    0    0
    6:03.773    46563     N    0    0    0
    6:04.500    46656     N    0    0    0
    6:05.219    46748     N    0    0    0
    6:05.945    46841     N    0    0    0
    6:06.133    46865     ~    0    0    0
    6:06.672    46934     N    0    0    0
    6:07.391    47026     N    0    0    0
    6:08.094    47116     N    0    0    0
    6:08.805    47207     N    0    0    0
    6:09.523    47299     N    0    0    0
    6:10.250    47392     N    0    0    0
    6:10.969    47484     N    0    0    0
    6:11.688    47576     N    0    0    0
    6:12.406    47668     N    0    0    0
    6:13.125    47760     N    0    0    0
    6:13.844    47852     N    0    0    0
    6:14.563    47944     N    0    0    0
    6:15.281    48036     N    0    0    0
    6:16.008    48129     N    0    0    0
    6:16.734    48222     N    0    0    0
    6:17.469    48316     N    0    0    0
    6:18.211    48411     N    0    0    0
    6:18.953    48506     N    0    0    0
    6:19.703    48602     N    0    0    0
    6:20.445    48697     N    0    0    0
    6:21.188    48792     N    0    0    0
    6:21.930    48887     N    0    0    0
    6:22.656    48980     N    0    0    0
    6:23.375    49072     N    0    0    0
    6:24.102    49165     N    0    0    0
    6:24.820    49257     N    0    0    0
    6:25.547    49350     N    0    0    0
    6:26.281    49444     N    0    0    0
    6:27.000    49536     N    0    0    0
    6:27.719    49628     N    0    0    0
    6:28.453    49722     N    0    0    0
    6:29.156    49812     N    0    0    0
    6:29.883    49905     N    0    0    0
    6:30.594    49996     N    0    0    0
    6:31.313    50088     N    0    0    0
    6:32.023    50179     N    0    0    0
    6:32.750    50272     N    0    0    0
    6:33.469    50364     N    0    0    0
    6:34.195    50457     N    0    0    0
    6:34.922    50550     N    0    0    0
    6:35.641    50642     N    0    0    0
    6:36.352    50733     N    0    0    0
    6:37.078    50826     N    0    0    0
    6:37.805    50919     N    0    0    0
    6:38.523    51011     N    0    0    0
    6:39.250    51104     N    0    0    0
    6:39.969    51196     N    0    0    0
    6:40.680    51287     N    0    0    0
    6:41.398    51379     N    0    0    0
    6:42.117    51471     N    0    0    0
    6:42.836    51563     N    0    0    0
    6:43.555    51655     N    0    0    0
    6:44.273    51747     N    0    0    0
    6:44.992    51839     N    0    0    0
    6:45.711    51931     N    0    0    0
    6:46.430    52023     N    0    0    0
    6:47.148    52115     N    0    0    0
    6:47.500    52160     ~    2    0    0
    6:47.859    52206     N    0    0    0
    6:48.570    52297     N    0    0    0
    6:49.289    52389     N    0    0    0
    6:49.617    52431     |    0   16  111
    6:50.008    52481     N    0    0    0
    6:50.727    52573     N    0    0    0
    6:51.453    52666     N    0    0    0
    6:51.750    52704     ~    0    0    0
    6:52.188    52760     N    0    0    0
    6:52.914    52853     N    0    0    0
    6:53.641    52946     N    0    0    0
    6:54.367    53039     N    0    0    0
    6:55.086    53131     N    0    0    0
    6:55.805    53223     N    0    0    0
    6:56.555    53319     N    0    0    0
    6:57.289    53413     N    0    0    0
    6:58.023    53507     N    0    0    0
    6:58.750    53600     N    0    0    0
    6:59.477    53693     N    0    0    0
    6:59.750    53728     ~    2    0    0
    7:00.203    53786     N    0    0    0
    7:00.930    53879     N    0    0    0
    7:01.656    53972     N    0    0    0
    7:02.398    54067     N    0    0    0
    7:03.125    54160     N    0    0    0
    7:03.859    54254     N    0    0    0
    7:04.586    54347     N    0    0    0
    7:05.320    54441     N    0    0    0
    7:06.039    54533     N    0    0    0
    7:06.766    54626     N    0    0    0
    7:07.477    54717     N    0    0    0
    7:08.195    54809     N    0    0    0
    7:08.898    54899     N    0    0    0
    7:09.602    54989     N    0    0    0
    7:10.320    55081     N    0    0    0
    7:11.023    55171     N    0    0    0
    7:11.734    55262     N    0    0    0
    7:12.430    55351     N    0    0    0
    7:13.109    55438     N    0    0    0
    7:13.797    55526     N    0    0    0
    7:14.477    55613     N    0    0    0
    7:15.141    55698     N    0    0    0
    7:15.328    55722     ~    0    0    0
    7:15.828    55786     N    0    0    0
    7:16.500    55872     N    0    0    0
    7:17.172    55958     N    0    0    0
    7:17.844    56044     N    0    0    0
    7:18.516    56130     N    0    0    0
    7:19.195    56217     N    0    0    0
    7:19.867    56303     N    0    0    0
    7:20.555    56391     N    0    0    0
    7:21.227    56477     N    0    0    0
    7:21.891    56562     N    0    0    0
    7:22.555    56647     N    0    0    0
    7:23.219    56732     N    0    0    0
    7:23.883    56817     N    0    0    0
    7:24.555    56903     N    0    0    0
    7:25.242    56991     N    0    0    0
    7:25.930    57079     N    0    0    0
    7:26.609    57166     N    0    0    0
    7:27.297    57254     N    0    0    0
    7:27.977    57341     N    0    0    0
    7:28.664    57429     N    0    0    0
    7:29.359    57518     N    0    0    0
    7:30.055    57607     N    0    0    0
    7:30.750    57696     N    0    0    0
    7:31.445    57785     N    0    0    0
    7:32.141    57874     N    0    0    0
    7:32.828    57962     N    0    0    0
    7:33.523    58051     N    0    0    0
    7:34.234    58142     N    0    0    0
    7:34.922    58230     N    0    0    0
    7:35.617    58319     N    0    0    0
    7:36.336    58411     N    0    0    0
    7:37.031    58500     N    0    0    0
    7:37.742    58591     N    0    0    0
    7:38.445    58681     N    0    0    0
    7:39.156    58772     N    0    0    0
    7:39.859    58862     N    0    0    0
    7:40.563    58952     N    0    0    0
    7:41.258    59041     N    0    0    0
    7:41.961    59131     N    0    0    0
    7:42.664    59221     N    0    0    0
    7:43.359    59310     N    0    0    0
    7:44.078    59402     N    0    0    0
    7:44.773    59491     N    0    0    0
    7:45.469    59580     N    0    0    0
    7:46.172    59670     N    0    0    0
    7:46.859    59758     N    0    0    0
    7:47.586    59851     N    0    0    0
    7:48.305    59943     N    0    0    0
    7:49.016    60034     N    0    0    0
    7:49.727    60125     N    0    0    0
    7:50.430    60215     N    0    0    0
    7:51.133    60305     N    0    0    0
    7:51.844    60396     N    0    0    0
    7:52.555    60487     N    0    0    0
    7:53.289    60581     N    0    0    0
    7:54.016    60674     N    0    0    0
    7:54.742    60767     N    0    0    0
    7:55.477    60861     N    0    0    0
    7:56.195    60953     N    0    0    0
    7:56.930    61047     N    0    0    0
    7:57.648    61139     N    0    0    0
    7:58.383    61233     N    0    0    0
    7:59.078    61322     V    0    0    0
    7:59.898    61427     N    0    0    0
    8:00.664    61525     N    0    0    0
    8:01.430    61623     N    0    0    0
    8:02.195    61721     N    0    0    0
    8:02.953    61818     N    0    0    0
    8:03.711    61915     N    0    0    0
    8:04.453    62010     N    0    0    0
    8:05.188    62104     N    0    0    0
    8:05.930    62199     N    0    0    0
    8:06.672    62294     N    0    0    0
    8:07.398    62387     N    0    0    0
    8:08.148    62483     N    0    0    0
    8:08.891    62578     N    0    0    0
    8:09.609    62670     N    0    0    0
    8:10.328    62762     N    0    0    0
    8:11.063    62856     N    0    0    0
    8:11.781    62948     N    0    0    0
    8:12.500    63040     N    0    0    0
    8:13.227    63133     N    0    0    0
    8:13.945    63225     N    0    0    0
    8:14.656    63316     N    0    0    0
    8:15.375    63408     N    0    0    0
    8:16.086    63499     N    0    0    0
    8:16.789    63589     N    0    0    0
    8:17.492    63679     N    0    0    0
    8:18.203    63770     N    0    0    0
    8:18.914    63861     N    0    0    0
    8:19.617    63951     N    0    0    0
    8:20.313    64040     N    0    0    0
    8:21.000    64128     N    0    0    0
    8:21.680    64215     N    0    0    0
    8:22.375    64304     N    0    0    0
    8:23.047    64390     N    0    0    0
    8:23.727    64477     N    0    0    0
    8:24.430    64567     N    0    0    0
    8:25.117    64655     N    0    0    0
    8:25.805    64743     N    0    0    0
    8:26.492    64831     N    0    0    0
    8:27.180    64919     N    0    0    0
    8:27.883    65009     N    0    0    0
    8:28.578    65098     N    0    0    0
    8:29.273    65187     N    0    0    0
    8:29.656    65236     |    0   16  112
    8:29.977    65277     N    0    0    0
    8:30.664    65365     N    0    0    0
    8:31.367    65455     N    0    0    0
    8:32.070    65545     N    0    0    0
    8:32.758    65633     N    0    0    0
    8:33.453    65722     N    0    0    0
    8:34.148    65811     N    0    0    0
    8:34.852    65901     N    0    0    0
    8:35.563    65992     N    0    0    0
    8:36.258    66081     N    0    0    0
    8:36.961    66171     N    0    0    0
    8:37.664    66261     N    0    0    0
    8:38.344    66348     N    0    0    0
    8:39.047    66438     N    0    0    0
    8:39.734    66526     N    0    0    0
    8:40.438    66616     N    0    0    0
    8:41.148    66707     N    0    0    0
    8:41.828    66794     N    0    0    0
    8:42.547    66886     N    0    0    0
    8:43.258    66977     N    0    0    0
    8:43.953    67066     N    0    0    0
    8:44.664    67157     N    0    0    0
    8:45.359    67246     N    0    0    0
    8:46.070    67337     N    0    0    0
    8:46.781    67428     N    0    0    0
    8:47.500    67520     N    0    0    0
    8:48.219    67612     N    0    0    0
    8:48.938    67704     N    0    0    0
    8:49.680    67799     N    0    0    0
    8:50.406    67892     N    0    0    0
    8:51.133    67985     N    0    0    0
    8:51.867    68079     N    0    0    0
    8:52.641    68178     N    0    0    0
    8:53.359    68270     F    0    0    0
    8:54.188    68376     N    0    0    0
    8:54.977    68477     N    0    0    0
    8:55.750    68576     N    0    0    0
    8:56.484    68670     N    0    0    0
    8:57.234    68766     N    0    0    0
    8:57.961    68859     N    0    0    0
    8:58.695    68953     N    0    0    0
    8:59.438    69048     N    0    0    0
    9:00.180    69143     N    0    0    0
    9:00.906    69236     N    0    0    0
    9:01.648    69331     N    0    0    0
    9:02.367    69423     N    0    0    0
    9:03.094    69516     N    0    0    0
    9:03.844    69612     N    0    0    0
    9:04.563    69704     N    0    0    0
    9:05.289    69797     N    0    0    0
    9:06.039    69893     N    0    0    0
    9:06.766    69986     N    0    0    0
    9:07.500    70080     N    0    0    0
    9:08.242    70175     N    0    0    0
    9:08.969    70268     N    0    0    0
    9:09.703    70362     N    0    0    0
    9:10.422    70454     N    0    0    0
    9:11.156    70548     N    0    0    0
    9:11.891    70642     N    0    0    0
    9:12.602    70733     N    0    0    0
    9:13.383    70833     N    0    0    0
    9:14.141    70930     N    0    0    0
    9:14.883    71025     N    0    0    0
    9:15.625    71120     N    0    0    0
    9:16.359    71214     N    0    0    0
    9:17.094    71308     N    0    0    0
    9:17.820    71401     N    0    0    0
    9:18.547    71494     N    0    0    0
    9:19.289    71589     N    0    0    0
    9:20.023    71683     N    0    0    0
    9:20.750    71776     N    0    0    0
    9:21.500    71872     N    0    0    0
    9:22.242    71967     N    0    0    0
    9:22.961    72059     V    0    0    0
    9:23.773    72163     N    0    0    0
    9:24.547    72262     N    0    0    0
    9:25.367    72367     N    0    0    0
    9:26.180    72471     N    0    0    0
    9:26.961    72571     N    0    0    0
    9:27.734    72670     N    0    0    0
    9:28.500    72768     N    0    0    0
    9:29.281    72868     N    0    0    0
    9:30.055    72967     N    0    0    0
    9:30.820    73065     N    0    0    0
    9:31.594    73164     N    0    0    0
    9:32.383    73265     N    0    0    0
    9:33.156    73364     N    0    0    0
    9:33.930    73463     N    0    0    0
    9:34.719    73564     N    0    0    0
    9:35.492    73663     N    0    0    0
    9:36.289    73765     N    0    0    0
    9:36.945    73849     S    0    0    0
    9:38.297    74022     N    0    0    0
    9:39.563    74184     N    0    0    0
    9:40.813    74344     N    0    0    0
    9:41.375    74416     V    0    0    0
    9:43.031    74628     N    0    0    0
    9:43.609    74702     V    0    0    0
    9:45.000    74880     N    0    0    0
    9:45.633    74961     V    0    0    0
    9:46.031    75012     |    0    0   94
    9:46.703    75098     N    0    0    0
    9:47.492    75199     N    0    0    0
    9:48.250    75296     N    0    0    0
    9:49.000    75392     N    0    0    0
    9:49.758    75489     N    0    0    0
    9:50.500    75584     N    0    0    0
    9:51.250    75680     N    0    0    0
    9:51.945    75769     N    0    0    0
    9:52.727    75869     N    0    0    0
    9:53.500    75968     N    0    0    0
    9:54.219    76060     N    0    0    0
    9:55.016    76162     N    0    0    0
    9:55.797    76262     N    0    0    0
    9:56.570    76361     N    0    0    0
    9:57.344    76460     N    0    0    0
    9:58.133    76561     N    0    0    0
    9:58.914    76661     N    0    0    0
    9:59.672    76758     N    0    0    0
   10:00.516    76866     N    0    0    0
   10:01.328    76970     N    0    0    0
   10:02.156    77076     N    0    0    0
   10:02.969    77180     N    0    0    0
   10:03.797    77286     N    0    0    0
   10:04.633    77393     N    0    0    0
   10:05.484    77502     N    0    0    0
   10:06.313    77608     N    0    0    0
   10:07.188    77720     N    0    0    0
   10:08.063    77832     N    0    0    0
   10:08.914    77941     N    0    0    0
   10:09.797    78054     N    0    0    0
   10:10.750    78176     N    0    0    0
   10:12.133    78353     N    0    0    0
   10:13.375    78512     N    0    0    0
   10:14.609    78670     N    0    0    0
   10:15.805    78823     N    0    0    0
   10:17.047    78982     N    0    0    0
   10:18.258    79137     N    0    0    0
   10:19.523    79299     N    0    0    0
   10:20.727    79453     N    0    0    0
   10:21.969    79612     N    0    0    0
   10:23.180    79767     N    0    0    0
   10:24.461    79931     N    0    0    0
   10:25.688    80088     N    0    0    0
   10:26.859    80238     N    0    0    0
   10:27.828    80362     N    0    0    0
   10:28.805    80487     N    0    0    0
   10:29.727    80605     N    0    0    0
   10:30.602    80717     N    0    0    0
   10:31.461    80827     N    0    0    0
   10:32.320    80937     N    0    0    0
   10:33.164    81045     N    0    0    0
   10:34.016    81154     N    0    0    0
   10:34.867    81263     N    0    0    0
   10:35.719    81372     N    0    0    0
   10:36.563    81480     N    0    0    0
   10:37.406    81588     N    0    0    0
   10:38.258    81697     N    0    0    0
   10:39.133    81809     N    0    0    0
   10:39.992    81919     N    0    0    0
   10:40.875    82032     N    0    0    0
