'Elapsed time','ECG'
181.2,-0.345
181.204,-0.357
181.208,-0.365
181.212,-0.352
181.216,-0.362
181.22,-0.372
181.224,-0.375
181.228,-0.375
181.232,-0.36
181.236,-0.35
181.24,-0.36
181.244,-0.372
181.248,-0.357
181.252,-0.345
181.256,-0.333
181.26,-0.388
181.264,-0.325
181.268,-0.347
181.272,-0.35
181.276,-0.352
181.28,-0.34
181.284,-0.347
181.288,-0.39
181.292,-0.328
181.296,-0.323
181.3,-0.29
181.304,-0.323
181.308,-0.29
181.312,-0.34
181.316,-0.34
181.32,-0.345
181.324,-0.357
181.328,-0.323
181.332,-0.357
181.336,-0.32
181.34,-0.345
181.344,-0.323
181.348,-0.338
181.352,-0.352
181.356,-0.345
181.36,-0.365
181.364,-0.338
181.368,-0.297
181.372,-0.323
181.376,-0.34
181.38,-0.295
181.384,-0.328
181.388,-0.295
181.392,-0.285
181.396,-0.225
181.4,-0.19
181.404,-0.177
181.408,-0.128
181.412,-0.15
181.416,-0.128
181.42,-0.138
181.424,-0.1
181.428,-0.052
181.432,-0.05
181.436,-0.05
181.44,-0.05
181.444,-0.025
181.448,-0.05
181.452,-0.037
181.456,-0.058
181.46,-0.04
181.464,-0.033
181.468,-0.052
181.472,-0.037
181.476,-0.072
181.48,-0.052
181.484,-0.09
181.488,-0.07
181.492,-0.1
181.496,-0.062
181.5,-0.06
181.504,-0.05
181.508,-0.077
181.512,-0.107
181.516,-0.122
181.52,-0.107
181.524,-0.115
181.528,-0.083
181.532,-0.095
181.536,-0.087
181.54,-0.085
181.544,-0.07
181.548,-0.135
181.552,-0.133
181.556,-0.115
181.56,-0.135
181.564,-0.125
181.568,-0.113
181.572,-0.12
181.576,-0.145
181.58,-0.128
181.584,-0.163
181.588,-0.163
181.592,-0.147
181.596,-0.14
181.6,-0.15
181.604,-0.128
181.608,-0.122
181.612,-0.175
181.616,-0.185
181.62,-0.198
181.624,-0.195
181.628,-0.158
181.632,-0.182
181.636,-0.152
181.64,-0.188
181.644,-0.21
181.648,-0.223
181.652,-0.22
181.656,-0.207
181.66,-0.228
181.664,-0.198
181.668,-0.163
181.672,-0.198
181.676,-0.177
181.68,-0.212
181.684,-0.237
181.688,-0.212
181.692,-0.215
181.696,-0.225
181.7,-0.182
181.704,-0.215
181.708,-0.22
181.712,-0.223
181.716,-0.247
181.72,-0.273
181.724,-0.235
181.728,-0.19
181.732,-0.24
181.736,-0.203
181.74,-0.21
181.744,-0.237
181.748,-0.228
181.752,-0.25
181.756,-0.235
181.76,-0.22
181.764,-0.22
181.768,-0.182
181.772,-0.207
181.776,-0.207
181.78,-0.245
181.784,-0.263
181.788,-0.24
181.792,-0.225
181.796,-0.24
181.8,-0.237
181.804,-0.198
181.808,-0.215
181.812,-0.233
181.816,-0.223
181.82,-0.233
181.824,-0.237
181.828,-0.2
181.832,-0.203
181.836,-0.182
181.84,-0.21
181.844,-0.237
181.848,-0.223
181.852,-0.22
181.856,-0.235
181.86,-0.21
181.864,-0.22
181.868,-0.2
181.872,-0.172
181.876,-0.228
181.88,-0.185
181.884,-0.215
181.888,-0.212
181.892,-0.25
181.896,-0.24
181.9,-0.2
181.904,-0.182
181.908,-0.233
181.912,-0.2
181.916,-0.247
181.92,-0.195
181.924,-0.22
181.928,-0.2
181.932,-0.175
181.936,-0.163
181.94,-0.138
181.944,-0.147
181.948,-0.147
181.952,-0.133
181.956,-0.115
181.96,-0.098
181.964,-0.083
181.968,-0.045
181.972,-0.048
181.976,-0.075
181.98,-0.075
181.984,-0.04
181.988,-0.04
181.992,-0.037
181.996,-0.037
182,-0.062
182.004,-0.048
182.008,-0.083
182.012,-0.15
182.016,-0.145
182.02,-0.133
182.024,-0.133
182.028,-0.165
182.032,-0.135
182.036,-0.145
182.04,-0.128
182.044,-0.16
182.048,-0.16
182.052,-0.133
182.056,-0.122
182.06,-0.113
182.064,-0.113
182.068,-0.077
182.072,-0.07
182.076,-0.065
182.08,-0.06
182.084,-0.04
182.088,-0.07
182.092,-0.013
182.096,0.102
182.1,0.263
182.104,0.482
182.108,0.848
182.112,1.302
182.116,1.815
182.12,2.087
182.124,2.17
182.128,1.897
182.132,1.46
182.136,0.89
182.14,0.427
182.144,0.035
182.148,-0.115
182.152,-0.198
182.156,-0.2
182.16,-0.198
182.164,-0.133
182.168,-0.163
182.172,-0.16
182.176,-0.198
182.18,-0.215
182.184,-0.265
182.188,-0.24
182.192,-0.24
182.196,-0.247
182.2,-0.24
182.204,-0.285
182.208,-0.263
182.212,-0.275
182.216,-0.258
182.22,-0.287
182.224,-0.285
182.228,-0.27
182.232,-0.26
182.236,-0.265
182.24,-0.297
182.244,-0.312
182.248,-0.325
182.252,-0.325
182.256,-0.307
182.26,-0.312
182.264,-0.31
182.268,-0.325
182.272,-0.31
182.276,-0.295
182.28,-0.35
182.284,-0.31
182.288,-0.32
182.292,-0.302
182.296,-0.285
182.3,-0.295
182.304,-0.302
182.308,-0.29
182.312,-0.3
182.316,-0.323
182.32,-0.287
182.324,-0.263
182.328,-0.287
182.332,-0.297
182.336,-0.27
182.34,-0.295
182.344,-0.278
182.348,-0.278
182.352,-0.31
182.356,-0.315
182.36,-0.29
182.364,-0.26
182.368,-0.245
182.372,-0.25
182.376,-0.273
182.38,-0.27
182.384,-0.285
182.388,-0.297
182.392,-0.315
182.396,-0.245
182.4,-0.225
182.404,-0.245
182.408,-0.297
182.412,-0.29
182.416,-0.31
182.42,-0.307
182.424,-0.275
182.428,-0.212
182.432,-0.215
182.436,-0.235
182.44,-0.212
182.444,-0.198
182.448,-0.22
182.452,-0.182
182.456,-0.16
182.46,-0.12
182.464,-0.11
182.468,-0.052
182.472,-0.04
182.476,-0.048
182.48,-0.037
182.484,-0.037
182.488,-0.013
182.492,-0.013
182.496,0.007
182.5,0.01
182.504,0.003
182.508,-0.022
182.512,0
182.516,-0.04
182.52,-0.05
182.524,-0.035
182.528,-0.045
182.532,-0.015
182.536,-0.025
182.54,0.015
182.544,-0.083
182.548,-0.062
182.552,-0.075
182.556,-0.065
182.56,-0.045
182.564,-0.062
182.568,-0.087
182.572,-0.058
182.576,-0.077
182.58,-0.087
182.584,-0.095
182.588,-0.083
182.592,-0.098
182.596,-0.095
182.6,-0.058
182.604,-0.052
182.608,-0.087
182.612,-0.09
182.616,-0.062
182.62,-0.115
182.624,-0.1
182.628,-0.11
182.632,-0.1
182.636,-0.102
182.64,-0.095
182.644,-0.115
182.648,-0.133
182.652,-0.147
182.656,-0.145
182.66,-0.138
182.664,-0.128
182.668,-0.152
182.672,-0.133
182.676,-0.14
182.68,-0.165
182.684,-0.182
182.688,-0.152
182.692,-0.145
182.696,-0.128
182.7,-0.15
182.704,-0.113
182.708,-0.14
182.712,-0.21
182.716,-0.188
182.72,-0.172
182.724,-0.198
182.728,-0.185
182.732,-0.177
182.736,-0.177
182.74,-0.185
182.744,-0.172
182.748,-0.203
182.752,-0.21
182.756,-0.223
182.76,-0.212
182.764,-0.21
182.768,-0.21
182.772,-0.188
182.776,-0.163
182.78,-0.207
182.784,-0.2
182.788,-0.21
182.792,-0.207
182.796,-0.185
182.8,-0.225
182.804,-0.165
182.808,-0.21
182.812,-0.207
182.816,-0.24
182.82,-0.223
182.824,-0.223
182.828,-0.225
182.832,-0.22
182.836,-0.177
182.84,-0.188
182.844,-0.175
182.848,-0.2
182.852,-0.188
182.856,-0.233
182.86,-0.24
182.864,-0.19
182.868,-0.2
182.872,-0.212
182.876,-0.177
182.88,-0.195
182.884,-0.225
182.888,-0.225
182.892,-0.233
182.896,-0.215
182.9,-0.163
182.904,-0.21
182.908,-0.203
182.912,-0.2
182.916,-0.233
182.92,-0.235
182.924,-0.223
182.928,-0.237
182.932,-0.195
182.936,-0.215
182.94,-0.212
182.944,-0.19
182.948,-0.195
182.952,-0.22
182.956,-0.2
182.96,-0.16
182.964,-0.17
182.968,-0.147
182.972,-0.102
182.976,-0.128
182.98,-0.14
182.984,-0.12
182.988,-0.122
182.992,-0.102
182.996,-0.07
183,-0.065
183.004,-0.045
183.008,-0.025
183.012,-0.062
183.016,-0.058
183.02,-0.083
183.024,-0.062
183.028,-0.095
183.032,-0.107
183.036,-0.1
183.04,-0.115
183.044,-0.125
183.048,-0.15
183.052,-0.175
183.056,-0.152
183.06,-0.15
183.064,-0.175
183.068,-0.113
183.072,-0.107
183.076,-0.107
183.08,-0.15
183.084,-0.16
183.088,-0.152
183.092,-0.133
183.096,-0.102
183.1,-0.11
183.104,-0.065
183.108,-0.075
183.112,-0.072
183.116,-0.087
183.12,-0.06
183.124,0
183.128,0.15
183.132,0.41
183.136,0.733
183.14,1.123
183.144,1.577
183.148,1.958
183.152,2.065
183.156,1.9
183.16,1.498
183.164,0.995
183.168,0.495
183.172,0.115
183.176,-0.115
183.18,-0.22
183.184,-0.245
183.188,-0.207
183.192,-0.158
183.196,-0.177
183.2,-0.163
183.204,-0.195
183.208,-0.26
183.212,-0.225
183.216,-0.263
183.22,-0.297
183.224,-0.287
183.228,-0.29
183.232,-0.237
183.236,-0.27
183.24,-0.282
183.244,-0.325
183.248,-0.345
183.252,-0.312
183.256,-0.338
183.26,-0.323
183.264,-0.328
183.268,-0.295
183.272,-0.31
183.276,-0.278
183.28,-0.338
183.284,-0.37
183.288,-0.352
183.292,-0.34
183.296,-0.315
183.3,-0.325
183.304,-0.312
183.308,-0.312
183.312,-0.323
183.316,-0.328
183.32,-0.315
183.324,-0.315
183.328,-0.333
183.332,-0.31
183.336,-0.29
183.34,-0.312
183.344,-0.295
183.348,-0.315
183.352,-0.34
183.356,-0.31
183.36,-0.285
183.364,-0.297
183.368,-0.29
183.372,-0.25
183.376,-0.295
183.38,-0.328
183.384,-0.312
183.388,-0.278
183.392,-0.3
183.396,-0.275
183.4,-0.282
183.404,-0.3
183.408,-0.29
183.412,-0.312
183.416,-0.287
183.42,-0.312
183.424,-0.32
183.428,-0.34
183.432,-0.295
183.436,-0.312
183.44,-0.297
183.444,-0.31
183.448,-0.338
183.452,-0.312
183.456,-0.3
183.46,-0.307
183.464,-0.297
183.468,-0.245
183.472,-0.265
183.476,-0.265
183.48,-0.237
183.484,-0.25
183.488,-0.212
183.492,-0.207
183.496,-0.185
183.5,-0.147
183.504,-0.107
183.508,-0.095
183.512,-0.058
183.516,-0.062
183.52,-0.028
183.524,-0.025
183.528,-0.033
183.532,-0.015
183.536,0.033
183.54,-0.04
183.544,-0.02
183.548,-0.06
183.552,-0.065
183.556,-0.085
183.56,-0.075
183.564,-0.09
183.568,-0.07
183.572,-0.072
183.576,-0.113
183.58,-0.11
183.584,-0.107
183.588,-0.145
183.592,-0.138
183.596,-0.125
183.6,-0.1
183.604,-0.133
183.608,-0.128
183.612,-0.125
183.616,-0.15
183.62,-0.16
183.624,-0.14
183.628,-0.163
183.632,-0.145
183.636,-0.135
183.64,-0.128
183.644,-0.133
183.648,-0.16
183.652,-0.177
183.656,-0.16
183.66,-0.177
183.664,-0.163
183.668,-0.158
183.672,-0.145
183.676,-0.175
183.68,-0.163
183.684,-0.207
183.688,-0.2
183.692,-0.188
183.696,-0.195
183.7,-0.19
183.704,-0.188
183.708,-0.19
183.712,-0.175
183.716,-0.228
183.72,-0.25
183.724,-0.212
183.728,-0.223
183.732,-0.212
183.736,-0.165
183.74,-0.207
183.744,-0.207
183.748,-0.253
183.752,-0.278
183.756,-0.275
183.76,-0.233
183.764,-0.24
183.768,-0.265
183.772,-0.24
183.776,-0.25
183.78,-0.245
183.784,-0.27
183.788,-0.275
183.792,-0.275
183.796,-0.273
183.8,-0.233
183.804,-0.265
183.808,-0.295
183.812,-0.27
183.816,-0.297
183.82,-0.307
183.824,-0.278
183.828,-0.27
183.832,-0.263
183.836,-0.265
183.84,-0.253
183.844,-0.31
183.848,-0.302
183.852,-0.295
183.856,-0.297
183.86,-0.275
183.864,-0.253
183.868,-0.25
183.872,-0.263
183.876,-0.275
183.88,-0.31
183.884,-0.315
183.888,-0.325
183.892,-0.3
183.896,-0.273
183.9,-0.278
183.904,-0.265
183.908,-0.287
183.912,-0.265
183.916,-0.328
183.92,-0.275
183.924,-0.29
183.928,-0.278
183.932,-0.273
183.936,-0.285
183.94,-0.275
183.944,-0.297
183.948,-0.333
183.952,-0.32
183.956,-0.31
183.96,-0.312
183.964,-0.282
183.968,-0.287
183.972,-0.273
183.976,-0.282
183.98,-0.275
183.984,-0.325
183.988,-0.295
183.992,-0.29
183.996,-0.273
184,-0.247
184.004,-0.233
184.008,-0.24
184.012,-0.26
184.016,-0.278
184.02,-0.263
184.024,-0.237
184.028,-0.253
184.032,-0.21
184.036,-0.195
184.04,-0.24
184.044,-0.215
184.048,-0.22
184.052,-0.19
184.056,-0.16
184.06,-0.185
184.064,-0.17
184.068,-0.128
184.072,-0.095
184.076,-0.122
184.08,-0.14
184.084,-0.152
184.088,-0.17
184.092,-0.165
184.096,-0.152
184.1,-0.172
184.104,-0.175
184.108,-0.195
184.112,-0.223
184.116,-0.247
184.12,-0.24
184.124,-0.235
184.128,-0.25
184.132,-0.233
184.136,-0.207
184.14,-0.212
184.144,-0.188
184.148,-0.21
184.152,-0.212
184.156,-0.152
184.16,-0.16
184.164,-0.122
184.168,-0.125
184.172,-0.06
184.176,0.025
184.18,0.228
184.184,0.522
184.188,0.902
184.192,1.42
184.196,1.86
184.2,2.09
184.204,2.022
184.208,1.65
184.212,1.173
184.216,0.662
184.22,0.253
184.224,-0.052
184.228,-0.177
184.232,-0.223
184.236,-0.258
184.24,-0.198
184.244,-0.26
184.248,-0.253
184.252,-0.282
184.256,-0.29
184.26,-0.328
184.264,-0.325
184.268,-0.295
184.272,-0.315
184.276,-0.372
184.28,-0.315
184.284,-0.407
184.288,-0.352
184.292,-0.378
184.296,-0.37
184.3,-0.362
184.304,-0.328
184.308,-0.372
184.312,-0.383
184.316,-0.385
184.32,-0.378
184.324,-0.422
184.328,-0.378
184.332,-0.378
184.336,-0.352
184.34,-0.362
184.344,-0.398
184.348,-0.42
184.352,-0.375
184.356,-0.385
184.36,-0.39
184.364,-0.385
184.368,-0.375
184.372,-0.35
184.376,-0.378
184.38,-0.385
184.384,-0.375
184.388,-0.375
184.392,-0.375
184.396,-0.35
184.4,-0.357
184.404,-0.365
184.408,-0.357
184.412,-0.372
184.416,-0.398
184.42,-0.378
184.424,-0.383
184.428,-0.362
184.432,-0.36
184.436,-0.372
184.44,-0.357
184.444,-0.347
184.448,-0.365
184.452,-0.378
184.456,-0.388
184.46,-0.333
184.464,-0.378
184.468,-0.333
184.472,-0.34
184.476,-0.383
184.48,-0.383
184.484,-0.395
184.488,-0.388
184.492,-0.347
184.496,-0.372
184.5,-0.365
184.504,-0.37
184.508,-0.352
184.512,-0.357
184.516,-0.385
184.52,-0.383
184.524,-0.35
184.528,-0.3
184.532,-0.258
184.536,-0.263
184.54,-0.212
184.544,-0.215
184.548,-0.177
184.552,-0.19
184.556,-0.147
184.56,-0.12
184.564,-0.102
184.568,-0.085
184.572,-0.062
184.576,-0.087
184.58,-0.122
184.584,-0.1
184.588,-0.113
184.592,-0.128
184.596,-0.133
184.6,-0.12
184.604,-0.14
184.608,-0.138
184.612,-0.163
184.616,-0.172
184.62,-0.2
184.624,-0.182
184.628,-0.175
184.632,-0.177
184.636,-0.172
184.64,-0.158
184.644,-0.207
184.648,-0.198
184.652,-0.175
184.656,-0.177
184.66,-0.185
184.664,-0.165
184.668,-0.15
184.672,-0.182
184.676,-0.177
184.68,-0.2
184.684,-0.198
184.688,-0.2
184.692,-0.2
184.696,-0.21
184.7,-0.163
184.704,-0.182
184.708,-0.223
184.712,-0.188
184.716,-0.21
184.72,-0.21
184.724,-0.237
184.728,-0.188
184.732,-0.212
184.736,-0.215
184.74,-0.263
184.744,-0.247
184.748,-0.25
184.752,-0.265
184.756,-0.26
184.76,-0.27
184.764,-0.278
184.768,-0.258
184.772,-0.237
184.776,-0.247
184.78,-0.307
184.784,-0.295
184.788,-0.29
184.792,-0.278
184.796,-0.278
184.8,-0.25
184.804,-0.287
184.808,-0.32
184.812,-0.295
184.816,-0.312
184.82,-0.32
184.824,-0.323
184.828,-0.297
184.832,-0.312
184.836,-0.302
184.84,-0.325
184.844,-0.312
184.848,-0.333
184.852,-0.312
184.856,-0.35
184.86,-0.352
184.864,-0.3
184.868,-0.31
184.872,-0.312
184.876,-0.325
184.88,-0.325
184.884,-0.333
184.888,-0.333
184.892,-0.338
184.896,-0.345
184.9,-0.287
184.904,-0.34
184.908,-0.325
184.912,-0.315
184.916,-0.338
184.92,-0.312
184.924,-0.35
184.928,-0.36
184.932,-0.297
184.936,-0.307
184.94,-0.307
184.944,-0.333
184.948,-0.302
184.952,-0.357
184.956,-0.333
184.96,-0.325
184.964,-0.34
184.968,-0.333
184.972,-0.273
184.976,-0.32
184.98,-0.345
184.984,-0.34
184.988,-0.29
184.992,-0.338
184.996,-0.273
185,-0.312
185.004,-0.328
185.008,-0.32
185.012,-0.323
185.016,-0.31
185.02,-0.35
185.024,-0.335
185.028,-0.3
185.032,-0.29
185.036,-0.297
185.04,-0.278
185.044,-0.302
185.048,-0.302
185.052,-0.32
185.056,-0.297
185.06,-0.273
185.064,-0.285
185.068,-0.285
185.072,-0.273
185.076,-0.3
185.08,-0.287
185.084,-0.265
185.088,-0.253
185.092,-0.237
185.096,-0.228
185.1,-0.203
185.104,-0.21
185.108,-0.203
185.112,-0.2
185.116,-0.188
185.12,-0.163
185.124,-0.17
185.128,-0.172
185.132,-0.122
185.136,-0.152
185.14,-0.125
185.144,-0.158
185.148,-0.185
185.152,-0.207
185.156,-0.198
185.16,-0.228
185.164,-0.22
185.168,-0.195
185.172,-0.225
185.176,-0.245
185.18,-0.228
185.184,-0.25
185.188,-0.228
185.192,-0.2
185.196,-0.175
185.2,-0.158
185.204,-0.145
185.208,-0.16
185.212,-0.147
185.216,-0.128
185.22,-0.14
185.224,-0.077
185.228,0.052
185.232,0.198
185.236,0.47
185.24,0.787
185.244,1.222
185.248,1.663
185.252,2.072
185.256,2.245
185.26,2.208
185.264,1.887
185.268,1.465
185.272,0.998
185.276,0.557
185.28,0.228
185.284,0.022
185.288,-0.138
185.292,-0.147
185.296,-0.16
185.3,-0.17
185.304,-0.145
185.308,-0.212
185.312,-0.253
185.316,-0.278
185.32,-0.282
185.324,-0.323
185.328,-0.323
185.332,-0.278
185.336,-0.282
185.34,-0.285
185.344,-0.325
185.348,-0.328
185.352,-0.347
185.356,-0.338
185.36,-0.37
185.364,-0.362
185.368,-0.345
185.372,-0.328
185.376,-0.4
185.38,-0.388
185.384,-0.407
185.388,-0.39
185.392,-0.395
185.396,-0.362
185.4,-0.362
185.404,-0.357
185.408,-0.375
185.412,-0.375
185.416,-0.388
185.42,-0.395
185.424,-0.362
185.428,-0.362
185.432,-0.35
185.436,-0.345
185.44,-0.35
185.444,-0.36
185.448,-0.385
185.452,-0.385
185.456,-0.383
185.46,-0.37
185.464,-0.362
185.468,-0.35
185.472,-0.325
185.476,-0.352
185.48,-0.338
185.484,-0.362
185.488,-0.37
185.492,-0.395
185.496,-0.315
185.5,-0.32
185.504,-0.34
185.508,-0.325
185.512,-0.372
185.516,-0.362
185.52,-0.357
185.524,-0.34
185.528,-0.34
185.532,-0.34
185.536,-0.347
185.54,-0.357
185.544,-0.338
185.548,-0.383
185.552,-0.362
185.556,-0.345
185.56,-0.335
185.564,-0.325
185.568,-0.34
185.572,-0.31
185.576,-0.32
185.58,-0.34
185.584,-0.345
185.588,-0.315
185.592,-0.273
185.596,-0.237
185.6,-0.223
185.604,-0.19
185.608,-0.172
185.612,-0.15
185.616,-0.107
185.62,-0.115
185.624,-0.083
185.628,-0.045
185.632,-0.045
185.636,-0.06
185.64,-0.058
185.644,-0.07
185.648,-0.098
185.652,-0.083
185.656,-0.102
185.66,-0.102
185.664,-0.077
185.668,-0.095
185.672,-0.077
185.676,-0.085
185.68,-0.115
185.684,-0.113
185.688,-0.115
185.692,-0.128
185.696,-0.115
185.7,-0.072
185.704,-0.102
185.708,-0.1
185.712,-0.095
185.716,-0.11
185.72,-0.138
185.724,-0.135
185.728,-0.138
185.732,-0.1
185.736,-0.12
185.74,-0.098
185.744,-0.128
185.748,-0.163
185.752,-0.152
185.756,-0.133
185.76,-0.122
185.764,-0.135
185.768,-0.128
185.772,-0.1
185.776,-0.14
185.78,-0.17
185.784,-0.172
185.788,-0.19
185.792,-0.185
185.796,-0.128
185.8,-0.165
185.804,-0.133
185.808,-0.152
185.812,-0.19
185.816,-0.188
185.82,-0.203
185.824,-0.223
185.828,-0.19
185.832,-0.19
185.836,-0.177
185.84,-0.207
185.844,-0.19
185.848,-0.233
185.852,-0.24
185.856,-0.225
185.86,-0.203
185.864,-0.237
185.868,-0.22
185.872,-0.2
185.876,-0.247
185.88,-0.245
185.884,-0.253
185.888,-0.207
185.892,-0.233
185.896,-0.237
185.9,-0.225
185.904,-0.22
185.908,-0.237
185.912,-0.247
185.916,-0.235
185.92,-0.263
185.924,-0.275
185.928,-0.273
185.932,-0.24
185.936,-0.22
185.94,-0.22
185.944,-0.258
185.948,-0.237
185.952,-0.297
185.956,-0.25
185.96,-0.25
185.964,-0.237
185.968,-0.275
185.972,-0.24
185.976,-0.26
185.98,-0.263
185.984,-0.265
185.988,-0.3
185.992,-0.278
185.996,-0.22
186,-0.25
186.004,-0.247
186.008,-0.278
186.012,-0.253
186.016,-0.275
186.02,-0.278
186.024,-0.287
186.028,-0.263
186.032,-0.247
186.036,-0.237
186.04,-0.278
186.044,-0.247
186.048,-0.278
186.052,-0.282
186.056,-0.27
186.06,-0.25
186.064,-0.233
186.068,-0.228
186.072,-0.247
186.076,-0.263
186.08,-0.228
186.084,-0.263
186.088,-0.24
186.092,-0.25
186.096,-0.258
186.1,-0.223
186.104,-0.228
186.108,-0.228
186.112,-0.25
186.116,-0.22
186.12,-0.245
186.124,-0.2
186.128,-0.237
186.132,-0.188
186.136,-0.195
186.14,-0.172
186.144,-0.182
186.148,-0.16
186.152,-0.147
186.156,-0.113
186.16,-0.107
186.164,-0.077
186.168,-0.113
186.172,-0.087
186.176,-0.062
186.18,-0.1
186.184,-0.138
186.188,-0.147
186.192,-0.14
186.196,-0.177
186.2,-0.177
186.204,-0.188
186.208,-0.228
186.212,-0.212
186.216,-0.198
186.22,-0.195
186.224,-0.185
186.228,-0.17
186.232,-0.152
186.236,-0.125
186.24,-0.14
186.244,-0.14
